code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
2303,聯電,1142,84,1058,12920.4,122.11
,期元大S&P原油反1,375,0,375,469.0,12.51
,主動統一升級50,330,37,293,290.1,9.88
00919,群益台灣精選高息,196,12,184,554.4,30.08
0050,元大台灣50,160,9,151,1496.1,98.94
,主動中信台灣收益,140,0,140,135.6,9.69
1516,川飛,93,0,93,193.9,20.85
2801,彰銀,81,0,81,178.6,22.05
,主動富邦台灣龍耀,75,1,74,66.0,8.88
9904,寶成,73,1,72,189.0,26.25
009816,凱基台灣TOP50,86,28,58,84.9,14.51
4919,新唐,51,2,49,822.5,169.93
1785,光洋科,76,39,37,497.2,133.47
2483,百容,38,2,36,124.7,34.63
8070,長華*,36,0,36,207.2,57.54
,主動復華未來50,71,36,35,64.0,18.15
2337,旺宏,60,27,33,461.7,139.07
,主動聯博動能50,33,0,33,31.1,9.43
8112,至上,40,7,33,311.4,95.72
2002,中鋼,29,1,28,52.0,18.58
2317,鴻海,51,25,26,690.3,259.58
0056,元大高股息,32,7,25,126.0,48.89
2327,國巨*,75,50,25,2126.5,849.45
,主動群益科技創新,24,0,24,41.0,16.99
,主動安聯台灣,23,0,23,29.1,12.67
3152,璟德,69,705,-636,-12738.7,200.11
8046,南電,7,206,-199,-16122.7,811.8
,主動中信非投等債,0,120,-120,-124.1,10.34
,群益優選非投等債,0,84,-84,-80.3,9.56
,期街口布蘭特正2,0,82,-82,-448.1,54.65
2887,台新新光金,0,81,-81,-231.4,28.57
2409,友達,128,209,-81,-189.1,23.44
2371,大同,4,70,-66,-184.9,28.01
,元大美債20正2,0,58,-58,-39.5,6.81
00941,中信上游半導體,0,53,-53,-136.9,25.83
3138,耀登,0,40,-40,-580.9,145.21
,元大台灣50正2,98,138,-40,-122.9,31.25
,主動統一台股增長,140,176,-36,-113.2,31.28
6789,采鈺,11,44,-33,-1459.7,446.26
3290,東浦,3,33,-30,-181.7,60.57
3481,群創,47,74,-27,-134.4,48.72
009800,中信NASDAQ,0,26,-26,-32.8,12.61
8150,南茂,25,50,-25,-242.2,96.9
1504,東元,7,32,-25,-168.3,67.59
,國泰20年美債,0,23,-23,-64.1,27.87
5356,協益,0,22,-22,-61.6,28.0
,群益ESG投等債20+,3,25,-22,-32.7,14.88
009820,元大納斯達克精選,3,25,-22,-21.8,9.9
6147,頎邦,27,49,-22,-476.4,221.97
2308,台達電,6,28,-22,-4547.1,2120.94
