code,name,weight,shares,price
RIVN,RIVIAN AUTOMOTIVE INC-A,1.14,29311,0.0
NU,NU HOLDINGS LTD/CAYMAN ISL-A,0.82,27049,0.0
INTC,INTEL CORP,4.99,17319,0.0
WRBY,WARBY PARKER INC-CLASS A,0.68,10140,0.0
HOOD,ROBINHOOD MARKETS INC - A,2.45,9948,0.0
FIGR,FIGURE TECHNOLOGY SOLUT-CL A,0.73,9813,0.0
GFS,GLOBALFOUNDRIES INC,1.55,8856,0.0
ON,ON SEMICONDUCTOR,1.69,7865,0.0
NVDA,NVIDIA CORP,3.51,7827,0.0
ZM,ZOOM COMMUNICATIONS INC,1.59,7780,0.0
TEM,TEMPUS AI INC,0.96,6837,0.0
LMND,LEMONADE INC,1.03,6553,0.0
AMKR,AMKOR TECHNOLOGY INC,1.15,6316,0.0
TTWO,TAKE-TWO INTERACTIVE SOFTWRE,3.58,6295,0.0
ALGM,ALLEGRO MICROSYSTEMS INC,0.86,6017,0.0
LRCX,LAM RESEARCH CORP,4.71,5301,0.0
GOOG,ALPHABET INC-CL C,4.21,5183,0.0
PANW,PALO ALTO NETWORKS INC,3.99,5001,0.0
GLW,CORNING INC,2.3,4589,0.0
DOCN,DIGITALOCEAN HOLDINGS INC,1.51,4588,0.0
SHOP,SHOPIFY INC - CLASS A,1.2,4346,0.0
AVGO,BROADCOM INC,3.52,4203,0.0
TWLO,TWILIO INC - A,1.95,4108,0.0
ORCL,ORACLE CORP,1.3,4033,0.0
XYZ,BLOCK INC,0.7,4027,0.0
SNOW,SNOWFLAKE INC-CLASS A,2.24,3776,0.0
NET,CLOUDFLARE INC - CLASS A,2.1,3749,0.0
ENTG,ENTEGRIS INC,1.3,3467,0.0
SYM,SYMBOTIC INC,0.34,3346,0.0
TSLA,TESLA INC,3.19,3309,0.0
AMD,ADVANCED MICRO DEVICES,3.52,2868,0.0
BE,BLOOM ENERGY CORP- A,1.71,2608,0.0
TXN,TEXAS INSTRUMENTS INC,1.5,2211,0.0
MXL,MAXLINEAR INC,0.56,2197,0.0
CRM,SALESFORCE INC,0.77,2080,0.0
CIEN,CIENA CORP,2.03,1937,0.0
CRCL,CIRCLE INTERNET GROUP INC,0.26,1826,0.0
TSM,TAIWAN SEMICONDUCTOR-SP ADR,1.8,1788,0.0
TTMI,TTM TECHNOLOGIES,0.73,1780,0.0
VICR,VICOR CORP,1.35,1704,0.0
SPCX,SPACE EXPLORATION TECHN-CL A,0.57,1587,0.0
WOLF,WOLFSPEED INC,0.15,1522,0.0
CRWD,CROWDSTRIKE HOLDINGS INC - A,2.67,1521,0.0
MTSI,MACOM TECHNOLOGY SOLUTIONS H,1.18,1478,0.0
PLTR,PALANTIR TECHNOLOGIES INC-A,0.38,1330,0.0
ENPH,ENPHASE ENERGY INC,0.14,1314,0.0
META,META PLATFORMS INC-CLASS A,1.72,1239,0.0
CDNS,CADENCE DESIGN SYS INC,1.01,1178,0.0
ADI,ANALOG DEVICES INC,1.03,1171,0.0
AMZN,AMAZON.COM INC,0.63,1154,0.0
MSFT,MICROSOFT CORP,0.99,1141,0.0
MU,MICRON TECHNOLOGY INC,2.49,1061,0.0
APP,APPLOVIN CORP-CLASS A,1.26,987,0.0
ROK,ROCKWELL AUTOMATION INC,0.91,832,0.0
LITE,LUMENTUM HOLDINGS INC,1.45,796,0.0
ASML,ASML HOLDING NV-NY REG SHS,3.02,722,0.0
SNDK,SANDISK CORP-W/I,3.03,657,0.0
FN,FABRINET,0.71,575,0.0
AMAT,APPLIED MATERIALS INC,0.69,468,0.0
CBRS,CEREBRAS SYSTEMS INC - A,0.18,350,0.0
