code,name,net_shares,net_amount
2409,友達,829,13983.0
,富邦上証正2,280,12734.0
,第一金優選非投債,81,757.0
2344,華邦電,52,4735.0
0056,元大高股息,50,1881.0
2897,王道銀行,36,364.0
6821,聯寶,29,1571.0
1304,台聚,27,457.0
3005,神基,25,2487.0
,期元大S&P原油反1,25,370.0
,主動安聯台灣高息,23,290.0
4919,新唐,22,2026.0
0050,元大台灣50,21,1586.0
9105,泰金寶-DR,20,109.0
4123,晟德,20,822.0
2369,菱生,19,553.0
6770,力積電,18,935.0
3231,緯創,16,1997.0
6152,百一,15,238.0
3576,聯合再生,15,305.0
00888,永豐台灣ESG,13,302.0
3481,群創,12,322.0
1717,長興,12,760.0
2486,一詮,11,1645.0
1563,巧新,10,412.0
,主動復華未來50,-722,-9088.0
,國泰10Y+金融債,-140,-2267.0
,主動台新優勢成長,-115,-1441.0
2484,希華,-100,-2925.0
00919,群益台灣精選高息,-96,-2164.0
,元大台灣50正2,-66,-1347.0
2408,南亞科,-64,-13105.0
009816,凱基台灣TOP50,-62,-653.0
2481,強茂,-61,-6240.0
3715,定穎投控,-57,-10280.0
2836,高雄銀,-50,-605.0
2340,台亞,-50,-1370.0
4161,聿新科,-50,-1207.0
2303,聯電,-37,-2133.0
6285,啟碁,-34,-6589.0
,主動安聯台灣,-29,-320.0
,主動統一台股增長,-28,-587.0
,群益ESG投等債20+,-27,-413.0
009815,大華美國MAG7+,-25,-232.0
1303,南亞,-24,-1897.0
,期元大S&P石油,-22,-684.0
6147,頎邦,-21,-1885.0
2501,國建,-20,-451.0
2461,光群雷,-20,-389.0
00955,中信日本商社,-20,-317.0
