code,name,weight,shares,price
2887,台新新光金,2.1,75404000,23.15
2883,凱基金,1.21,52247000,19.25
2890,永豐金,1.63,44035000,30.7
2885,元大金,2.14,39592000,44.75
2891,中信金,2.24,36303000,51.3
2880,華南金,1.31,32737000,33.2
2882,國泰金,2.07,24473000,70.3
2317,鴻海,5.17,22859000,187.5
2330,台積電,42.54,20056000,1760.0
2884,玉山金,0.71,18554000,31.75
2892,第一金,0.47,13756000,28.2
2886,兆豐金,0.64,13752000,38.45
2303,聯電,0.93,13645000,56.5
5880,合庫金,0.38,13420000,23.45
2881,富邦金,1.22,11728000,86.0
1303,南亞,0.58,6523000,73.9
2412,中華電,0.94,5882000,133.0
1216,統一,0.48,5634000,71.0
3037,欣興,2.19,4080000,444.5
2308,台達電,6.59,3961000,1380.0
3711,日月光投控,1.51,3824000,328.5
3231,緯創,0.53,3592000,122.5
2382,廣達,1.07,3194000,278.5
4904,遠傳,0.33,2935000,91.9
2454,聯發科,5.1,2838000,1490.0
6505,台塑化,0.19,2815000,55.1
3045,台灣大,0.35,2665000,109.0
2301,光寶科,0.42,2488000,140.5
2603,長榮,0.59,2471000,199.5
2327,國巨*,0.66,2232000,243.5
2449,京元電子,0.41,1314000,261.0
6446,藥華藥,0.74,1027000,600.0
2357,華碩,0.55,824000,549.0
8046,南電,0.43,690000,522.0
2395,研華,0.23,600000,318.5
2379,瑞昱,0.34,584000,478.0
2345,智邦,1.06,584000,1510.0
2360,致茂,0.83,472000,1465.0
2368,金像電,0.41,392000,860.0
2383,台光電,1.23,392000,2600.0
3017,奇鋐,0.93,389000,1990.0
1519,華城,0.25,268000,787.0
3665,貿聯-KY,0.46,220000,1740.0
6669,緯穎,0.54,135000,3300.0
3008,大立光,0.33,128000,2155.0
3653,健策,0.55,121000,3795.0
7769,鴻勁,0.51,120000,3505.0
3443,創意電子,0.26,100000,2165.0
3661,世芯-KY,0.26,88000,2485.0
2059,川湖,0.32,83000,3175.0
202604TX,臺股期貨,2.93,380,0.0
