code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
3481,群創,6192,271,5921,29351.2,49.57
00830,國泰費城半導體,1007,2,1005,7979.4,79.37
,群益臺灣加權正2,758,321,437,523.7,11.96
,主動復華全球50,574,151,423,410.7,9.71
009828,中信台日韓PCB,436,14,422,420.1,9.94
00918,大華優利高填息30,212,6,206,728.6,35.39
00896,中信綠能及電動車,195,0,195,556.2,28.52
009827,玉山未來全球算力,178,0,178,177.0,9.94
3685,元創精密,162,1,161,611.5,37.98
009816,凱基台灣TOP50,184,35,149,233.7,15.67
6182,合晶,190,48,142,1602.6,112.49
,主動富邦複合收益,142,0,142,139.7,9.84
,元大台灣50正2,1119,983,136,500.6,36.74
1312,國喬,183,48,135,205.9,15.19
5347,世界,161,52,109,1642.3,150.41
,國泰10Y+金融債,108,0,108,167.9,15.48
,富邦NASDAQ反1,100,0,100,24.7,2.47
3141,晶宏,190,107,83,848.5,102.88
6224,聚鼎,85,7,78,650.0,83.38
0050,元大台灣50,99,25,74,791.9,106.98
,主動復華金融股息,73,0,73,129.3,17.71
,主動統一台股增長,184,112,72,216.9,29.92
,主動中信台灣收益,119,51,68,66.4,9.62
1709,和益,67,2,65,225.8,34.68
,主動統一升級50,188,128,60,62.3,10.23
3189,景碩,38,3342,-3304,-281307.4,851.56
2303,聯電,245,2867,-2622,-33224.6,126.69
1216,統一,0,501,-501,-3800.3,75.85
2455,全新,106,565,-459,-24563.4,535.47
1802,台玻,102,376,-274,-1662.9,60.58
2344,華邦電,121,326,-205,-3564.9,174.32
4915,致伸,0,202,-202,-1222.1,60.5
2884,玉山金,16,206,-190,-767.0,40.34
4904,遠傳,0,183,-183,-1866.5,101.5
4958,臻鼎-KY,73,253,-180,-9439.7,522.1
2890,永豐金,6,185,-179,-757.3,42.1
2887,台新新光金,92,262,-170,-695.4,40.93
,主動聯博投等入息,5,140,-135,-270.0,20.0
1815,富喬,186,310,-124,-1623.9,131.19
2353,宏碁,2,112,-110,-350.7,31.95
2426,鼎元,161,265,-104,-1102.7,106.03
2883,凱基金,15,115,-100,-354.1,35.35
7795,長廣,3,103,-100,-5175.2,517.77
1711,永光,8,105,-97,-422.8,43.62
00900,富邦特選高股息30,0,85,-85,-166.1,19.55
4991,環宇-KY,12,95,-83,-4406.6,531.11
2834,臺企銀,19,101,-82,-139.7,17.05
2897,王道銀行,41,120,-79,-84.1,10.65
8422,可寧衛*,1,75,-74,-198.3,26.8
3231,緯創,175,241,-66,-1220.4,182.47
