code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,元大台灣50反1,459,244,215,232.3,10.8
,主動統一升級50,221,91,130,123.0,9.42
0050,元大台灣50,153,30,123,1226.1,99.49
0056,元大高股息,134,23,111,555.5,49.91
,群益臺灣加權正2,118,18,100,105.9,10.51
00712,復華富時不動產,100,0,100,90.4,9.04
1714,和桐,152,66,86,125.3,14.57
3481,群創,231,150,81,434.4,53.77
00929,復華台灣科技優息,77,5,72,202.8,28.09
2409,友達,138,76,62,161.7,26.07
2303,聯電,91,30,61,797.4,131.04
6770,力積電,116,56,60,394.8,65.68
,中信中國50正2,60,0,60,57.1,9.52
,主動統一台股增長,88,34,54,139.7,26.03
2020,美亞,50,1,49,103.5,21.11
,主動中信台灣收益,48,0,48,42.2,8.78
,主動復華未來50,51,5,46,76.4,16.72
2484,希華,39,0,39,290.5,74.5
009816,凱基台灣TOP50,119,83,36,51.1,13.97
1514,亞力,30,0,30,312.0,104.0
2493,揚博,28,2,26,557.7,213.69
,元大台灣50正2,75,50,25,81.9,32.12
5371,中光電,49,25,24,202.8,84.38
3231,緯創,55,33,22,296.9,139.25
8150,南茂,38,18,20,206.5,102.74
6182,合晶,66,215,-149,-2022.1,135.26
,富邦恒生國企正2,0,101,-101,-93.7,9.27
,期元大S&P原油反1,0,69,-69,-89.8,13.02
,主動凱基台灣,22,89,-67,-56.0,8.3
6505,台塑化,17,69,-52,-415.3,79.84
1466,聚隆,0,50,-50,-86.2,17.24
00919,群益台灣精選高息,33,78,-45,-129.2,28.62
00940,元大台灣價值高息,0,43,-43,-50.0,11.8
2609,陽明,0,42,-42,-207.5,49.4
,群益ESG投等債20+,0,41,-41,-61.2,14.83
00882,中信中國高股息,0,36,-36,-53.9,14.98
1101,台泥,1,34,-33,-79.6,24.12
5880,合庫金,0,32,-32,-81.8,25.57
2481,強茂,0,31,-31,-435.5,140.25
2023,燁輝,0,31,-31,-42.5,13.7
,主動元大AI新經濟,9,40,-31,-49.2,15.86
2362,藍天,4,34,-30,-125.6,41.16
,主動聯博全球非投,0,30,-30,-30.7,10.25
3305,昇貿,2,29,-27,-294.5,109.07
6180,橘子,27,54,-27,-116.7,43.29
2887,台新新光金,66,91,-25,-87.0,35.11
912000,晨訊科-DR,10,32,-22,-6.1,2.79
00887,永豐中國科技50大,0,22,-22,-37.2,16.91
2634,漢翔,93,114,-21,-141.1,66.24
9933,中鼎,0,21,-21,-82.3,39.18
