code,name,weight,shares,price
5347,世界,1.12,2498000,166.0
NOK US,NOKIA CORP-SPON ADR,1.2,901410,0.0
3037,欣興,1.86,634000,1080.0
2308,台達電,4.29,628000,2520.0
6723 JP,RENESAS ELECTRONICS CORP,1.33,555900,0.0
NVTS US,NAVITAS SEMICONDUCTOR CORP,1.22,497086,0.0
2330,台積電,2.39,384000,2300.0
4958,臻鼎-KY,0.52,363000,532.0
AIXA GR,AIXTRON SE,1.96,344838,0.0
6976 JP,TAIYO YUDEN CO LTD,1.88,316000,0.0
6981 JP,MURATA MANUFACTURING CO LTD,1.31,314300,0.0
IFX GR,INFINEON TECHNOLOGIES AG,2.2,288867,0.0
6274,台燿,1.18,268000,1630.0
WOLF US,WOLFSPEED INC,1.2,223000,0.0
6997 JP,NIPPON CHEMI-CON CORP,0.46,221400,0.0
8046,南電,0.5,204000,905.0
4062 JP,IBIDEN CO LTD,1.98,181800,0.0
STM US,STMICROELECTRONICS NV-NY SHS,0.97,167500,0.0
2383,台光電,2.07,144000,5305.0
TSEM US,TOWER SEMICONDUCTOR LTD,3.35,141682,0.0
2345,智邦,0.99,139000,2620.0
2454,聯發科,1.67,133000,4640.0
3017,奇鋐,0.95,130000,2700.0
BE US,BLOOM ENERGY CORP- A,3.09,123500,0.0
6787 JP,MEIKO ELECTRONICS CO LTD,2.4,118800,0.0
285A JP,KIOXIA HOLDINGS CORP,3.81,117700,0.0
MRVL US,MARVELL TECHNOLOGY INC,1.93,114000,0.0
GLW US,CORNING INC,1.83,112595,0.0
2360,致茂,0.73,103000,2625.0
DIOD US,DIODES INC,0.88,95200,0.0
AEHR US,AEHR TEST SYSTEMS,0.75,85300,0.0
AMD US,ADVANCED MICRO DEVICES,3.48,82479,0.0
SMTC US,SEMTECH CORP,1.09,81700,0.0
MU US,MICRON TECHNOLOGY INC,6.29,79671,0.0
7826 JP,FURUYA METAL CO LTD,0.37,77400,0.0
SOI FP,S.O.I.T.E.C.,1.16,76183,0.0
5706 JP,MITSUI KINZOKU CO LTD,2.08,75200,0.0
INTC US,INTEL CORP,0.72,69505,0.0
LITE US,LUMENTUM HOLDINGS INC,4.66,60705,0.0
WDC US,WESTERN DIGITAL CORP,2.36,52262,0.0
3443,創意,0.72,52000,5100.0
NVDA US,NVIDIA CORP,0.84,46650,0.0
ARM US,ARM HOLDINGS PLC-ADR,1.15,44800,0.0
5801 JP,FURUKAWA ELECTRIC CO LTD,1.28,42800,0.0
009150 KP,SAMSUNG ELECTRO-MECHANICS CO,3.87,41884,0.0
SNDK US,SANDISK CORP,4.98,36813,0.0
010120 KP,LS ELECTRIC CO LTD,0.52,34775,0.0
VICR US,VICOR CORP,1.01,34400,0.0
GOOGL US,ALPHABET INC-CL A,1.0,30140,0.0
NBIS US,NEBIUS GROUP NV,0.53,30100,0.0
CIEN US,CIENA CORP,1.21,24442,0.0
STX US,SEAGATE TECHNOLOGY HOLDINGS,1.36,18360,0.0
AVGO US,BROADCOM INC,0.48,13360,0.0
000660 KP,SK HYNIX INC,1.61,12674,0.0
5274,信驊,0.49,10000,18230.0
