code,name,net_shares,net_amount
6588,東典光電,1098,142173.0
3062,建漢,604,18554.0
1303,南亞,250,20018.0
4906,正文,208,7275.0
3105,穩懋,162,61452.0
6285,啟碁,102,17949.0
3704,合勤控,101,3420.0
3026,禾伸堂,84,12364.0
3715,定穎投控,79,14768.0
6451,訊芯-KY,79,26217.0
8096,擎亞,74,6891.0
009816,凱基台灣TOP50,64,670.0
3563,牧德,62,53408.0
2449,京元電子,51,13923.0
,元大S&P500反1,50,236.0
2344,華邦電,46,4210.0
2812,台中銀,40,820.0
,主動統一全球創新,37,459.0
,期街口布蘭特正2,37,2343.0
2882,國泰金,36,2536.0
4577,達航科技,30,3450.0
8358,金居,30,6925.0
4971,IET-KY,30,17873.0
2601,益航,28,172.0
00891,中信關鍵半導體,25,590.0
3013,晟銘電,-501,-52039.0
8064,東捷,-170,-11266.0
2231,為升,-150,-20412.0
2371,大同,-131,-4218.0
6706,惠特,-129,-15452.0
6257,矽格,-103,-14517.0
1582,信錦,-98,-10484.0
5425,台半,-97,-5262.0
2455,全新,-70,-17568.0
2441,超豐,-68,-6218.0
2337,旺宏,-65,-7247.0
,富邦NASDAQ反1,-60,-187.0
,群益臺灣加權反1,-60,-86.0
,統一美債20年,-50,-685.0
6761,穩得,-43,-6974.0
1785,光洋科,-41,-3884.0
2481,強茂,-33,-2941.0
5439,高技,-32,-9378.0
7795,長廣,-29,-10551.0
6147,頎邦,-21,-1887.0
2413,環科,-20,-1036.0
2905,三商,-20,-293.0
4989,榮科,-19,-1240.0
1605,華新,-15,-457.0
2105,正新,-15,-467.0
