code,name,weight,shares,price
2455,全新,4.55,205000,572.0
3037,欣興,6.57,166000,1020.0
8358,金居,2.56,134000,491.5
2408,南亞科,2.54,127000,516.0
4958,臻鼎 -KY,1.82,100000,470.0
3363,上詮,2.38,92729,661.0
2330,台積電,8.66,90000,2480.0
6274,台燿,4.18,75000,1435.0
4991,環宇 -KY,1.37,71000,498.0
6683,雍智科技,3.38,52000,1675.0
3017,奇鋐,6.89,52000,3415.0
6739,竹陞科技,2.13,50000,1100.0
6187,萬潤,2.25,47000,1235.0
8046,南電,1.89,46000,1060.0
3491,昇達科,2.42,41000,1520.0
3665,貿聯 -KY,3.48,39000,2300.0
6805,富世達,3.37,36000,2415.0
8996,高力,2.04,35000,1505.0
2454,聯發科,6.22,32000,5010.0
3081,聯亞,3.32,29800,2875.0
2383,台光電,5.51,29000,4895.0
2345,智邦,2.0,28000,1840.0
6510,精測,2.98,22000,3485.0
3443,創意,5.91,20000,7615.0
3653,健策,4.04,18000,5790.0
6223,旺矽,1.71,8000,5495.0
6515,穎崴,1.8,8000,5795.0
5274,信驊,0.23,300,19820.0
