code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
2303,聯電,520,48,472,4834.0,102.51
009816,凱基台灣TOP50,526,57,469,633.0,13.48
,元大台灣50正2,463,36,427,1215.8,28.45
,群益臺灣加權正2,348,47,301,270.6,8.98
2834,臺企銀,257,0,257,458.4,17.85
,主動統一升級50,321,135,186,159.3,8.57
0050,元大台灣50,223,45,178,1666.8,93.46
,主動中信台灣收益,141,0,141,113.0,8.01
8936,國統,110,0,110,554.4,50.4
,主動凱基台灣,143,50,93,73.5,7.9
2409,友達,200,107,93,228.4,24.61
0056,元大高股息,82,2,80,378.6,47.06
2449,京元電子,54,2,52,1154.9,221.38
3016,嘉晶,51,0,51,406.4,79.68
2332,友訊,57,10,47,107.8,22.94
5880,合庫金,45,1,44,115.1,26.15
2885,元大金,40,0,40,250.7,62.35
,主動國泰動能高息,41,3,38,45.9,11.89
,國泰臺灣加權反1,36,5,31,5.8,1.85
2002,中鋼,31,0,31,58.0,18.71
00935,野村臺灣新科技50,30,0,30,143.1,47.58
0052,富邦科技,26,0,26,144.8,54.78
3036,文曄,25,1,24,449.9,186.59
2353,宏碁,35,11,24,68.8,28.65
1409,新纖,24,0,24,48.7,20.27
,主動統一台股增長,180,693,-513,-1227.4,23.9
,元大美債20正2,0,275,-275,-185.1,6.73
2609,陽明,0,204,-204,-1027.6,50.32
,國泰20年美債,0,165,-165,-463.7,28.1
,主動野村臺灣高息,2,165,-163,-151.2,9.28
,群益ESG投等債20+,0,118,-118,-173.2,14.68
00712,復華富時不動產,0,107,-107,-95.8,8.95
2337,旺宏,15,108,-93,-941.4,101.89
2478,大毅,0,80,-80,-836.0,104.5
,元大台灣50反1,84,160,-76,-86.7,11.41
2801,彰銀,0,50,-50,-123.5,24.7
1718,中纖,42,90,-48,-44.4,9.15
2371,大同,4,50,-46,-107.4,23.41
,元大AAA至A公司債,0,37,-37,-115.4,31.19
6805,富世達,0,36,-36,-4434.5,1231.81
,復華香港正2,1,36,-35,-62.0,17.7
2890,永豐金,0,31,-31,-120.3,38.81
8932,智通*,6,36,-30,-263.5,87.83
00918,大華優利高填息30,5,32,-27,-86.7,32.16
2402,毅嘉,0,26,-26,-125.3,48.18
,國泰投資級公司債,0,26,-26,-90.3,34.71
9958,世紀鋼,0,26,-26,-265.5,102.5
1310,台苯,0,23,-23,-17.0,7.38
1809,中釉,2,25,-23,-70.3,30.56
8074,鉅橡,0,22,-22,-104.2,47.35
