code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
2312,金寶,10540,643,9897,39584.7,40.0
2344,華邦電,8204,3614,4590,65328.7,142.33
,台新新光辛特,3992,8,3984,3736.2,9.38
5011,久陽,1073,0,1073,2087.0,19.45
8110,華東,5120,4175,945,4980.0,52.74
3105,穩懋,712,95,617,34097.9,552.55
2409,友達,1486,1037,449,1071.7,23.89
5299,杰力,420,11,409,5215.5,127.52
8255,朋程,419,17,402,7515.1,187.01
5425,台半,458,95,363,3651.7,100.56
2481,強茂,455,131,324,4569.3,141.27
6877,鏵友益,311,15,296,5230.3,176.7
8996,高力,301,39,262,32631.6,1244.25
9945,潤泰新,227,21,206,477.6,23.19
2349,錸德,157,6,151,218.7,14.52
6285,啟碁,171,47,124,3814.2,307.55
3685,元創精密,118,0,118,343.2,29.08
6142,友勁,103,0,103,82.3,7.99
1455,集盛,102,0,102,81.8,8.02
2601,益航,99,0,99,49.7,5.02
2915,潤泰全,105,12,93,401.0,43.12
0052,富邦科技,129,37,92,548.2,59.92
1402,遠東新,84,0,84,221.2,26.23
2356,英業達,224,142,82,525.3,64.16
3532,台勝科,95,18,77,2310.2,299.59
2002,中鋼,287,15247,-14960,-29933.5,20.01
2489,瑞軒,135,3109,-2974,-16301.3,54.83
2014,中鴻,211,2552,-2341,-4357.1,18.61
,主動統一升級50,411,1875,-1464,-1549.9,10.59
2303,聯電,401,1762,-1361,-17865.4,131.32
3615,安可,93,1231,-1138,-5832.9,51.26
3481,群創,2574,3584,-1010,-5894.4,58.35
2353,宏碁,213,1127,-914,-2915.6,31.91
1785,光洋科,57,537,-480,-7355.6,153.11
8042,金山電,191,577,-386,-4241.0,110.03
6239,力成,131,511,-380,-13015.5,342.26
2515,中工,31,356,-325,-415.5,12.79
2324,仁寶,594,899,-305,-1094.6,35.84
2883,凱基金,56,339,-283,-615.4,21.71
4906,正文,78,349,-271,-1172.1,43.39
6719,力智,12,260,-248,-6560.7,264.69
2327,國巨*,110,332,-222,-14713.7,665.35
1409,新纖,1,213,-212,-378.5,17.83
2881,富邦金,28,239,-211,-2135.8,101.07
,主動統一台股增長,215,405,-190,-597.7,31.38
3711,日月光投控,30,213,-183,-11005.9,602.13
2484,希華,106,286,-180,-981.8,54.47
8150,南茂,44,217,-173,-1509.3,87.21
2882,國泰金,27,195,-168,-1396.1,82.71
4764,雙鍵,6,164,-158,-5425.5,343.09
