code,name,net_shares,net_amount
1312,國喬,63,905.0
2408,南亞科,56,13048.0
,主動統一台股增長,47,987.0
3709,鑫聯大投控,42,2961.0
00919,群益台灣精選高息,36,835.0
3508,位速,30,1503.0
0050,元大台灣50,29,2218.0
1303,南亞,23,1906.0
2605,新興,23,1013.0
2867,三商壽,22,167.0
3481,群創,21,581.0
009816,凱基台灣TOP50,20,214.0
2489,瑞軒,17,725.0
8928,鉅明,15,349.0
2317,鴻海,15,3017.0
1815,富喬,13,1406.0
00712,復華富時不動產,13,114.0
1785,光洋科,13,1311.0
2313,華通,12,2702.0
1708,東鹼,12,547.0
4989,榮科,12,887.0
2344,華邦電,11,1272.0
6274,台燿,10,5743.0
2374,佳能,10,705.0
6548,長科*,10,458.0
1802,台玻,-65,-4009.0
2324,仁寶,-61,-1987.0
6456,GIS-KY,-56,-3678.0
2105,正新,-42,-1272.0
2027,大成鋼,-36,-1393.0
8110,華東,-29,-1725.0
,國泰20年美債,-21,-600.0
3305,昇貿,-20,-2090.0
,平衡凱基雙核收息,-20,-221.0
3042,晶技,-19,-1785.0
,主動安聯台灣高息,-19,-243.0
2329,華泰,-16,-1154.0
,群益ESG投等債20+,-16,-238.0
00951,台新日本半導體,-15,-205.0
2812,台中銀,-15,-307.0
1718,中纖,-13,-99.0
5604,中連,-11,-380.0
2014,中鴻,-11,-213.0
,期元大S&P原油反1,-10,-191.0
00939,統一台灣高息動能,-10,-158.0
00887,永豐中國科技50大,-10,-127.0
3049,精金,-9,-162.0
1717,長興,-9,-606.0
,主動統一全球創新,-8,-106.0
00900,富邦特選高股息30,-7,-101.0
