code,name,net_shares,net_amount
,國泰臺灣加權反1,600,1384.0
6770,力積電,92,5181.0
8422,可寧衛*,51,1509.0
00927,群益半導體收益,50,1214.0
2371,大同,45,1393.0
,元大台灣50反1,36,520.0
2344,華邦電,33,3177.0
2605,新興,31,1276.0
1721,三晃,28,486.0
6213,聯茂,23,3733.0
4721,美琪瑪,22,1579.0
3576,聯合再生,20,448.0
3031,佰鴻,20,453.0
6015,宏遠證,20,269.0
1323,永裕,20,432.0
4919,新唐,17,1556.0
2324,仁寶,16,437.0
0056,元大高股息,16,595.0
4123,晟德,15,632.0
5905,南仁湖,15,117.0
6821,聯寶,15,855.0
,主動復華未來50,14,183.0
0050,元大台灣50,14,1028.0
6147,頎邦,13,956.0
3715,定穎投控,12,2281.0
,元大美債20正2,-258,-1834.0
,主動群益科技創新,-150,-1968.0
,主動統一台股增長,-146,-2977.0
,元大台灣50正2,-122,-2512.0
2409,友達,-117,-1826.0
00919,群益台灣精選高息,-90,-2019.0
1309,台達化,-63,-1391.0
2887,台新新光金,-59,-1393.0
1303,南亞,-55,-4435.0
,元大AAA至A公司債,-50,-1598.0
1304,台聚,-49,-818.0
2489,瑞軒,-47,-1592.0
009816,凱基台灣TOP50,-46,-489.0
3062,建漢,-45,-1464.0
1308,亞聚,-44,-781.0
2356,英業達,-44,-1800.0
2890,永豐金,-42,-1329.0
4167,松瑞藥,-42,-900.0
0052,富邦科技,-40,-1762.0
1301,台塑,-39,-1830.0
1605,華新,-38,-1171.0
2002,中鋼,-31,-607.0
,國泰美國道瓊反1,-30,-179.0
1907,永豐餘,-30,-787.0
3105,穩懋,-27,-10362.0
