code,name,net_shares,net_amount
,中信中國50正2,768,7939.0
6770,力積電,92,4915.0
,主動兆豐台灣豐收,73,724.0
,元大台灣50反1,70,1013.0
,群益ESG投等債0-5,65,672.0
1528,恩德,61,1628.0
1314,中石化,55,445.0
00919,群益台灣精選高息,51,1158.0
3413,京鼎,49,14483.0
2610,華航,45,824.0
,期街口布蘭特正2,41,2457.0
2406,國碩,41,1359.0
,國泰20年美債正2,40,284.0
8215,明基材,38,898.0
00927,群益半導體收益,37,906.0
2369,菱生,36,1133.0
2312,金寶,36,802.0
2344,華邦電,32,3039.0
2347,聯強,32,2476.0
3715,定穎投控,24,4365.0
3030,德律,24,6245.0
2356,英業達,21,879.0
2883,凱基金,21,416.0
8028,昇陽半導體,21,3807.0
2329,華泰,21,1091.0
009816,凱基台灣TOP50,-410,-4341.0
1905,華紙,-246,-4110.0
0050,元大台灣50,-198,-14887.0
2409,友達,-154,-2478.0
,主動統一台股增長,-143,-2926.0
,主動復華未來50,-129,-1595.0
4906,正文,-100,-3818.0
00712,復華富時不動產,-97,-842.0
,國泰臺灣加權正2,-86,-5124.0
3481,群創,-67,-1609.0
,主動元大AI新經濟,-50,-590.0
,中信優息投資級債,-50,-476.0
,主動群益科技創新,-49,-647.0
,群益ESG投等債20+,-49,-729.0
00881,國泰台灣科技龍頭,-42,-1557.0
0052,富邦科技,-42,-1870.0
,凱基美國非投等債,-40,-580.0
3149,正達,-38,-1720.0
2408,南亞科,-36,-7673.0
00915,凱基優選高股息30,-34,-791.0
2915,潤泰全,-33,-1590.0
,元大美債20年,-32,-898.0
,國泰20年美債,-32,-910.0
,主動群益台灣強棒,-32,-519.0
2201,裕隆,-30,-827.0
