code,name,net_shares,net_amount
,元大滬深300正2,512,9554.0
5347,世界,362,43798.0
3481,群創,347,8427.0
1309,台達化,270,6656.0
2489,瑞軒,188,6672.0
6147,頎邦,174,15665.0
5425,台半,143,8398.0
2027,大成鋼,138,5198.0
0050,元大台灣50,134,9990.0
,群益ESG投等債0-5,100,1030.0
2409,友達,98,1641.0
6197,佳必琪,87,15053.0
3535,晶彩科,86,9761.0
1304,台聚,83,1458.0
,元大台灣50反1,75,1064.0
3714,富采,65,3410.0
2371,大同,63,2009.0
,期元大S&P原油反1,59,877.0
,主動復華未來50,54,685.0
,群益優選非投等債,50,476.0
4123,晟德,39,1630.0
7723,築間,39,1357.0
8086,宏捷科,38,5492.0
6451,訊芯-KY,35,10860.0
1711,永光,33,1200.0
3011,今皓,-479,-5758.0
2337,旺宏,-191,-25856.0
8039,台虹,-173,-21623.0
,期元大S&P石油,-167,-5141.0
2303,聯電,-166,-9601.0
00919,群益台灣精選高息,-133,-3008.0
3260,威剛,-113,-40469.0
0056,元大高股息,-102,-3886.0
2353,宏碁,-98,-2651.0
6217,中探針,-95,-19221.0
009816,凱基台灣TOP50,-81,-860.0
,主動統一台股增長,-81,-1670.0
6753,龍德造船,-75,-9450.0
00713,元大台灣高息低波,-67,-3459.0
5475,德宏,-55,-13271.0
6190,萬泰科,-52,-2888.0
,期街口布蘭特正2,-52,-3422.0
2886,兆豐金,-50,-1967.0
1785,光洋科,-48,-4372.0
,元大台灣50正2,-43,-893.0
3037,欣興,-39,-22158.0
,主動元大AI新經濟,-38,-467.0
6282,康舒,-37,-1574.0
00940,元大台灣價值高息,-37,-356.0
2883,凱基金,-35,-717.0
