code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,主動統一升級50,559,52,507,503.1,9.9
,主動統一台股增長,316,34,282,827.3,29.3
1714,和桐,323,41,282,406.2,14.4
,元大台灣50正2,322,109,213,693.2,32.5
,主動富邦台灣龍耀,349,160,189,168.4,8.87
009816,凱基台灣TOP50,280,102,178,257.6,14.44
0050,元大台灣50,225,50,175,1731.5,99.06
,主動中信台灣收益,128,1,127,121.9,9.6
,主動復華未來50,177,55,122,223.0,18.21
,國泰臺灣加權反1,80,0,80,14.0,1.75
3550,聯穎,101,26,75,203.7,27.16
2002,中鋼,84,10,74,138.3,18.53
00918,大華優利高填息30,105,33,72,214.4,29.74
2409,友達,426,363,63,142.8,22.38
3481,群創,130,74,56,243.2,43.36
009819,中信數據及電力,56,0,56,56.0,10.0
,元大台灣50反1,201,147,54,61.2,11.29
3189,景碩,65,13,52,3234.2,615.52
2461,光群雷,52,0,52,97.8,18.8
1710,東聯,46,0,46,62.2,13.51
,主動安聯美國科技,44,2,42,39.4,9.38
2812,台中銀,43,4,39,74.8,19.18
4915,致伸,40,1,39,293.0,75.33
1504,東元,62,24,38,258.8,67.63
6770,力積電,65,29,36,222.1,62.45
,國泰20年美債,0,184,-184,-512.3,27.84
,元大美債20年,1,127,-126,-334.6,26.55
00878,國泰永續高股息,19,114,-95,-299.1,31.44
2485,兆赫,16,107,-91,-583.3,63.65
9105,泰金寶-DR,36,116,-80,-72.3,9.04
1319,東陽,6,83,-77,-794.5,103.18
2883,凱基金,35,107,-72,-198.8,27.6
8182,加高,14,75,-61,-324.0,53.86
6126,信音,6,65,-59,-244.8,41.5
,群益優選非投等債,0,55,-55,-52.7,9.58
00712,復華富時不動產,0,54,-54,-47.3,8.75
6108,競國,0,54,-54,-98.6,18.25
,大華投等美債15Y+,1,55,-54,-50.5,9.36
3045,台灣大,0,50,-50,-599.1,119.81
2618,長榮航,20,64,-44,-161.9,37.07
2303,聯電,96,135,-39,-510.5,128.52
2344,華邦電,139,179,-40,-625.0,157.94
5864,致和證,4,40,-36,-153.9,42.76
,期元大S&P石油,11,46,-35,-103.3,29.34
,主動群益科技創新,32,67,-35,-59.1,17.17
2884,玉山金,0,30,-30,-100.5,33.48
,主動野村台灣50,0,30,-30,-61.7,20.58
3042,晶技,6,34,-28,-670.3,234.49
8034,榮群,0,27,-27,-62.2,23.03
2105,正新,0,25,-25,-86.6,34.5
