code,name,net_shares,net_amount
4927,泰鼎-KY,440,19987.0
,主動群益科技創新,213,3127.0
3049,精金,78,976.0
2337,旺宏,57,8173.0
6223,旺矽,39,175164.0
2383,台光電,37,121747.0
2891,中信金,31,1730.0
2610,華航,29,526.0
2399,映泰,27,941.0
1310,台苯,25,269.0
2408,南亞科,22,4772.0
,富邦NASDAQ反1,20,58.0
3071,協禧,20,549.0
3556,禾瑞亞,20,901.0
00919,群益台灣精選高息,16,371.0
2301,光寶科,16,2500.0
6770,力積電,16,944.0
3024,憶聲,15,152.0
2455,全新,14,4215.0
6265,方土昶,14,523.0
2353,宏碁,12,325.0
6274,台燿,12,9564.0
4105,東洋,12,884.0
00927,群益半導體收益,11,298.0
2344,華邦電,11,1065.0
00891,中信關鍵半導體,-197,-4978.0
4707,磐亞,-169,-1979.0
2330,台積電,-140,-271272.0
2409,友達,-135,-2444.0
2493,揚博,-115,-13331.0
2371,大同,-109,-3469.0
3693,營邦,-100,-57268.0
9945,潤泰新,-95,-2437.0
8299,群聯,-71,-114656.0
00918,大華優利高填息30,-60,-1343.0
3481,群創,-52,-1412.0
00929,復華台灣科技優息,-50,-983.0
1702,南僑,-40,-1442.0
,主動統一台股增長,-39,-864.0
,主動元大AI新經濟,-37,-499.0
1303,南亞,-36,-3140.0
1815,富喬,-35,-4213.0
2393,億光,-30,-2115.0
6120,達運,-30,-447.0
,主動中信非投等債,-30,-313.0
3455,由田,-29,-5336.0
,元大台灣50正2,-25,-563.0
3576,聯合再生,-23,-474.0
9933,中鼎,-21,-746.0
,元大美債20年,-19,-520.0
