code,name,net_shares,net_amount
,主動統一台股增長,2135,44314.0
,主動群益科技創新,1993,26717.0
4949,有成精密,1467,103160.0
2313,華通,1295,341971.0
3221,台嘉碩,714,25734.0
,群益0-1年美債,530,21874.0
8021,尖點,455,124444.0
009816,凱基台灣TOP50,451,4765.0
,國泰20年美債,369,10367.0
3715,定穎投控,351,68972.0
6147,頎邦,251,19577.0
8289,泰藝,249,9946.0
,主動台新優勢成長,200,2421.0
0050,元大台灣50,165,12328.0
0056,元大高股息,156,5989.0
,主動統一全球創新,128,1625.0
1308,亞聚,124,2375.0
3050,鈺德,118,1600.0
2355,敬鵬,103,5272.0
3685,元創精密,98,2810.0
2897,王道銀行,93,940.0
3135,凌航,87,9215.0
3105,穩懋,87,31403.0
1909,榮成,85,862.0
0052,富邦科技,83,3681.0
1303,南亞,-4408,-323892.0
3481,群創,-1212,-29570.0
2449,京元電子,-971,-267789.0
1582,信錦,-688,-67213.0
4906,正文,-453,-16497.0
4958,臻鼎-KY,-394,-84038.0
,主動兆豐台灣豐收,-283,-2804.0
4971,IET-KY,-252,-134342.0
2027,大成鋼,-224,-8094.0
00878,國泰永續高股息,-194,-4320.0
2458,義隆,-191,-24432.0
8027,鈦昇,-155,-20734.0
1309,台達化,-152,-3316.0
00955,中信日本商社,-110,-1746.0
2466,冠西電,-100,-4898.0
1310,台苯,-100,-1180.0
8299,群聯,-98,-148297.0
2618,長榮航,-94,-3304.0
3005,神基,-91,-9864.0
2485,兆赫,-88,-7008.0
6274,台燿,-86,-53202.0
00940,元大台灣價值高息,-85,-815.0
3026,禾伸堂,-74,-10254.0
2312,金寶,-59,-1314.0
,元大台灣50反1,-56,-810.0
