code,name,net_shares,net_amount
,元大台灣50正2,109,2279.0
2371,大同,100,3125.0
,主動統一台股增長,57,1156.0
00918,大華優利高填息30,56,1224.0
5871,中租-KY,42,4540.0
00919,群益台灣精選高息,31,712.0
00927,群益半導體收益,31,758.0
0056,元大高股息,30,1166.0
,富邦NASDAQ反1,30,90.0
2344,華邦電,25,2349.0
6443,元晶,23,923.0
2303,聯電,21,1131.0
0050,元大台灣50,21,1587.0
00929,復華台灣科技優息,21,395.0
6026,福邦證,20,293.0
0052,富邦科技,18,810.0
4960,誠美材,18,372.0
,主動群益台灣強棒,18,277.0
00935,野村臺灣新科技50,16,600.0
,主動中信台灣卓越,15,176.0
2367,燿華,14,1053.0
2489,瑞軒,12,418.0
2408,南亞科,12,2447.0
2399,映泰,12,403.0
00904,新光臺灣半導體30,11,304.0
009816,凱基台灣TOP50,-78,-821.0
,主動群益科技創新,-78,-1039.0
1101,台泥,-50,-1183.0
9945,潤泰新,-48,-1217.0
2409,友達,-48,-876.0
6109,亞元,-42,-515.0
6770,力積電,-32,-1797.0
2887,台新新光金,-30,-732.0
3714,富采,-25,-1342.0
2880,華南金,-24,-821.0
3664,安瑞-KY,-22,-189.0
2641,正德,-21,-384.0
,期元大S&P原油反1,-20,-321.0
8422,可寧衛*,-18,-519.0
3059,華晶科,-18,-639.0
6213,聯茂,-15,-2618.0
00770,國泰北美科技,-15,-756.0
,元大美債20年,-15,-408.0
4906,正文,-15,-574.0
2883,凱基金,-14,-279.0
2597,潤弘,-14,-2142.0
2101,南港,-13,-492.0
,主動兆豐台灣豐收,-13,-131.0
2617,台航,-11,-331.0
2383,台光電,-10,-28693.0
