code,name,net_shares,net_amount
2337,旺宏,997,120619.0
6239,力成,336,65555.0
009816,凱基台灣TOP50,225,2350.0
,主動統一台股增長,224,4572.0
0056,元大高股息,176,6643.0
00919,群益台灣精選高息,123,2741.0
,主動安聯台灣,105,1094.0
2324,仁寶,83,2383.0
6770,力積電,77,4433.0
0050,元大台灣50,66,4900.0
6188,廣明,65,5747.0
2887,台新新光金,60,1417.0
2317,鴻海,59,11506.0
,第一金優選非投債,53,488.0
2542,興富發,51,1806.0
1582,信錦,46,4996.0
2356,英業達,45,1876.0
2347,聯強,45,3489.0
2312,金寶,44,983.0
0052,富邦科技,41,1785.0
3715,定穎投控,40,7763.0
00918,大華優利高填息30,37,826.0
4938,和碩,37,2868.0
,元大台灣50反1,34,496.0
4306,炎洲,34,474.0
1326,台化,-508,-24228.0
2615,萬海,-345,-27084.0
2371,大同,-270,-8485.0
,群益優選非投等債,-66,-634.0
1303,南亞,-64,-5246.0
,國泰10Y+金融債,-60,-960.0
00971,野村美國研發龍頭,-56,-798.0
009813,貝萊德標普卓越50,-48,-458.0
1304,台聚,-46,-817.0
,元大AAA至A公司債,-40,-1259.0
,國泰20年美債,-35,-987.0
6443,元晶,-30,-1293.0
,元大美債20年,-28,-760.0
2049,上銀,-27,-6582.0
1101,台泥,-25,-566.0
2383,台光電,-24,-67889.0
,群益ESG投等債20+,-22,-323.0
,中信美國公債20年,-22,-601.0
3231,緯創,-22,-2761.0
5324,士開,-21,-247.0
,期街口布蘭特正2,-20,-1271.0
009804,聯邦台精彩50,-20,-326.0
3044,健鼎,-19,-6613.0
6257,矽格,-17,-2478.0
1301,台塑,-16,-803.0
