code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
1718,中纖,261,26,235,364.2,15.5
,主動國泰動能高息,216,0,216,323.0,14.95
2426,鼎元,113,16,97,780.2,80.17
,主動復華未來50,93,3,90,183.1,20.22
00907,永豐優息存股,88,0,88,145.2,16.5
,主動凱基台灣,94,8,86,85.9,9.94
00927,群益半導體收益,101,18,83,353.6,42.76
2845,遠東銀,80,5,75,99.2,13.29
2377,微星,58,1,57,822.2,144.24
,主動統一台股增長,85,31,54,171.6,31.64
6116,彩晶,61,9,52,96.5,18.55
3576,聯合再生,109,60,49,81.4,16.61
2634,漢翔,79,34,45,280.1,62.52
2337,旺宏,46,2,44,650.3,145.78
1717,長興,66,25,41,357.9,87.43
1714,和桐,86,49,37,78.3,21.0
1409,新纖,99,63,36,112.5,31.25
2303,聯電,53,18,35,593.8,169.62
8096,擎亞,62,27,35,560.7,160.2
,元大台灣50反1,39,6,33,32.6,9.89
,主動統一全球創新,32,2,30,63.9,21.1
00961,FT臺灣永續高息,30,0,30,38.8,12.95
1301,台塑,41,11,30,181.7,60.67
6770,力積電,71,41,30,224.7,75.17
4127,天良,92,63,29,222.4,76.69
,群益優選非投等債,1,311,-310,-300.7,9.7
1810,和成,1,254,-253,-622.0,24.59
,主動統一升級50,83,291,-208,-232.2,11.16
2352,佳世達,3,123,-120,-426.8,35.41
2890,永豐金,1,112,-111,-452.8,40.79
6294,智基,0,91,-91,-267.9,29.44
,主動聯博全球非投,104,189,-85,-85.5,10.06
3481,群創,210,293,-83,-580.4,70.02
4540,全球傳動,0,82,-82,-529.2,64.65
2362,藍天,12,88,-76,-341.4,44.91
2891,中信金,5,62,-57,-406.4,71.3
1455,集盛,13,70,-57,-64.5,11.34
3059,華晶科,20,72,-52,-264.8,51.02
2484,希華,156,205,-49,-477.9,97.53
5371,中光電,25,71,-46,-461.8,100.42
5483,中美晶,15,59,-44,-910.5,209.31
5490,同亨,80,121,-41,-130.5,31.82
1609,大亞,6,41,-35,-153.8,43.75
2359,所羅門,7,42,-35,-503.1,143.74
5351,鈺創,5,39,-34,-310.3,89.59
1721,三晃,0,34,-34,-98.7,28.95
2369,菱生,15,48,-33,-141.7,42.75
3625,西勝,0,32,-32,-56.0,17.49
3686,達能,0,29,-29,-49.5,17.08
5009,榮剛,15,38,-23,-82.4,35.65
