code,name,net_shares,net_amount
1314,中石化,237,1918.0
2476,鉅祥,35,3467.0
,主動統一全球創新,31,445.0
4906,正文,25,960.0
3673,TPK-KY,22,1151.0
9914,美利達,21,1238.0
,元大美債20年,21,573.0
,元大台灣50反1,20,270.0
,主動安聯台灣高息,20,263.0
6245,立端,20,1432.0
1101,台泥,18,451.0
2408,南亞科,17,3758.0
2891,中信金,16,919.0
3498,陽程,16,1301.0
2399,映泰,15,515.0
00900,富邦特選高股息30,14,199.0
2337,旺宏,13,2071.0
2367,燿華,13,1009.0
6770,力積電,13,710.0
00919,群益台灣精選高息,12,278.0
,主動統一台股增長,12,273.0
2492,華新科,11,1358.0
4908,前鼎,11,1282.0
2208,台船,10,211.0
6175,立敦,10,525.0
00712,復華富時不動產,-512,-4511.0
009816,凱基台灣TOP50,-165,-1845.0
5483,中美晶,-71,-7987.0
2409,友達,-63,-1175.0
1802,台玻,-51,-3030.0
3615,安可,-49,-1580.0
1303,南亞,-34,-2962.0
6116,彩晶,-31,-269.0
1815,富喬,-26,-3012.0
1711,永光,-23,-836.0
3481,群創,-22,-608.0
6919,康霈*,-22,-2589.0
0050,元大台灣50,-22,-1675.0
0056,元大高股息,-20,-790.0
,主動元大AI新經濟,-19,-260.0
4927,泰鼎-KY,-18,-757.0
2340,台亞,-18,-535.0
1785,光洋科,-18,-1866.0
2376,技嘉,-17,-4226.0
,主動野村臺灣優選,-16,-297.0
3437,榮創,-15,-338.0
,期元大S&P原油反1,-15,-206.0
,主動群益台灣強棒,-15,-264.0
2027,大成鋼,-15,-579.0
5347,世界,-14,-1810.0
