code,name,weight,shares,price
5347,世界,0.98,2498000,161.5
NOK US,NOKIA CORP-SPON ADR,0.99,901410,0.0
3037,欣興,1.77,773000,854.0
2308,台達電,4.23,744000,2160.0
6723 JP,RENESAS ELECTRONICS CORP,1.33,604000,0.0
NVTS US,NAVITAS SEMICONDUCTOR CORP,0.9,537686,0.0
2330,台積電,2.98,511000,2250.0
6997 JP,NIPPON CHEMI-CON CORP,1.04,479600,0.0
6981 JP,MURATA MANUFACTURING CO LTD,1.94,439100,0.0
6976 JP,TAIYO YUDEN CO LTD,2.99,373600,0.0
4958,臻鼎-KY,0.47,363000,529.0
AIXA GR,AIXTRON SE,1.74,344838,0.0
IFX GR,INFINEON TECHNOLOGIES AG,2.31,326919,0.0
WOLF US,WOLFSPEED INC,0.99,277800,0.0
6274,台燿,1.04,268000,1475.0
VSH US,VISHAY INTERTECHNOLOGY INC,1.2,267800,0.0
7220 JP,MUSASHI SEIMITSU INDUSTRY CO,0.72,263100,0.0
STM US,STMICROELECTRONICS NV-NY SHS,1.48,254800,0.0
4062 JP,IBIDEN CO LTD,1.78,200000,0.0
MRVL US,MARVELL TECHNOLOGY INC,3.57,172700,0.0
2383,台光電,1.84,144000,5095.0
2345,智邦,0.85,139000,2275.0
2454,聯發科,1.43,133000,4085.0
3017,奇鋐,0.79,130000,2335.0
BE US,BLOOM ENERGY CORP- A,2.37,123500,0.0
6787 JP,MEIKO ELECTRONICS CO LTD,1.87,118800,0.0
285A JP,KIOXIA HOLDINGS CORP,4.24,117700,0.0
SNOW US,SNOWFLAKE INC,2.18,111000,0.0
3665,貿聯-KY,0.61,110000,2160.0
2360,致茂,0.59,103000,2190.0
AMD US,ADVANCED MICRO DEVICES,3.69,99679,0.0
SMTC US,SEMTECH CORP,1.22,96600,0.0
DIOD US,DIODES INC,0.78,95200,0.0
VECO US,VEECO INSTRUMENTS INC,0.51,94800,0.0
ORCL US,ORACLE CORP,1.54,93700,0.0
MU US,MICRON TECHNOLOGY INC,5.82,79671,0.0
TSEM US,TOWER SEMICONDUCTOR LTD,1.4,73282,0.0
LITE US,LUMENTUM HOLDINGS INC,4.96,70905,0.0
3443,創意,0.62,60000,4105.0
LRCX US,LAM RESEARCH CORP,1.53,57900,0.0
ARM US,ARM HOLDINGS PLC-ADR,1.32,52242,0.0
AMAT US,APPLIED MATERIALS INC,2.07,50920,0.0
5706 JP,MITSUI KINZOKU CO LTD,0.95,50100,0.0
COHR US,COHERENT CORP,1.44,49560,0.0
NVDA US,NVIDIA CORP,0.77,46650,0.0
009150 KP,SAMSUNG ELECTRO-MECHANICS CO,4.25,43920,0.0
VICR US,VICOR CORP,0.85,37700,0.0
SNDK US,SANDISK CORP,4.95,36813,0.0
WDC US,WESTERN DIGITAL CORP,1.46,36262,0.0
NBIS US,NEBIUS GROUP NV,0.6,34406,0.0
STX US,SEAGATE TECHNOLOGY HOLDINGS,1.23,18360,0.0
000660 KP,SK HYNIX INC,1.74,15788,0.0
5274,信驊,0.44,10000,17600.0
