code,name,net_shares,net_amount
,主動統一台股增長,491,9709.0
,主動復華未來50,210,2502.0
2454,聯發科,194,294321.0
,凱基A級公司債,190,2698.0
2536,宏普,146,3226.0
,元大台灣50正2,127,2467.0
2324,仁寶,107,2927.0
00919,群益台灣精選高息,104,2295.0
2887,台新新光金,101,2370.0
6168,宏齊,99,2327.0
,主動群益科技創新,96,1228.0
009816,凱基台灣TOP50,79,820.0
2027,大成鋼,72,2758.0
0056,元大高股息,70,2641.0
2913,農林,70,873.0
,主動兆豐台灣豐收,69,669.0
00935,野村臺灣新科技50,56,2018.0
,主動統一全球創新,55,666.0
6770,力積電,53,2843.0
4960,誠美材,52,1272.0
3026,禾伸堂,45,6298.0
1303,南亞,37,2835.0
2408,南亞科,37,7413.0
1326,台化,36,1708.0
1598,岱宇,34,645.0
,群益ESG投等債20+,-261,-3871.0
2313,華通,-128,-32358.0
2330,台積電,-127,-226144.0
2308,台達電,-121,-174295.0
1301,台塑,-94,-4282.0
2367,燿華,-66,-4745.0
,元大美債20年,-65,-1788.0
,群益優選非投等債,-63,-609.0
2305,全友,-60,-970.0
1905,華紙,-54,-1007.0
00918,大華優利高填息30,-49,-1053.0
8933,愛地雅,-35,-244.0
3221,台嘉碩,-31,-1174.0
3481,群創,-29,-778.0
,凱基美國非投等債,-29,-405.0
3015,全漢,-26,-1306.0
4979,華星光,-26,-8864.0
6116,彩晶,-21,-169.0
,元大滬深300正2,-20,-378.0
3709,鑫聯大投控,-20,-1296.0
1455,集盛,-20,-176.0
3051,力特,-20,-400.0
4130,健亞,-19,-629.0
1504,東元,-19,-1118.0
6147,頎邦,-18,-1337.0
