code,name,net_shares,net_amount
00712,復華富時不動產,438,3685.0
1301,台塑,221,10676.0
009816,凱基台灣TOP50,203,2118.0
,群益ESG投等債20+,184,2701.0
,主動群益科技創新,174,2293.0
00946,群益科技高息成長,160,1613.0
2324,仁寶,157,4466.0
00961,FT臺灣永續高息,155,1534.0
00940,元大台灣價值高息,152,1450.0
0050,元大台灣50,146,10765.0
,主動統一台股增長,136,2769.0
2605,新興,110,4564.0
0052,富邦科技,97,4217.0
,期街口布蘭特正2,96,6035.0
2812,台中銀,93,1909.0
,主動兆豐台灣豐收,93,919.0
4906,正文,84,2991.0
2313,華通,76,19803.0
00919,群益台灣精選高息,60,1335.0
2002,中鋼,59,1132.0
0056,元大高股息,57,2157.0
1528,恩德,52,1279.0
,主動統一全球創新,49,618.0
00927,群益半導體收益,49,1177.0
,群益優選非投等債,48,462.0
1326,台化,-259,-12655.0
,元大台灣50反1,-215,-3135.0
1303,南亞,-209,-16620.0
1904,正隆,-116,-2396.0
3062,建漢,-87,-2665.0
,凱基A級公司債,-70,-982.0
,元大投資級公司債,-55,-1810.0
,凱基美國非投等債,-54,-776.0
,富邦臺灣加權反1,-53,-426.0
2105,正新,-47,-1455.0
3576,聯合再生,-44,-970.0
,元大美債20年,-43,-1167.0
6116,彩晶,-40,-324.0
6443,元晶,-39,-1661.0
2913,農林,-30,-385.0
,永豐20年美公債,-30,-704.0
,國泰20年美債正2,-25,-174.0
3545,敦泰,-17,-860.0
1308,亞聚,-17,-330.0
2344,華邦電,-17,-1594.0
8028,昇陽半導體,-16,-2985.0
3013,晟銘電,-16,-1744.0
2618,長榮航,-16,-555.0
2355,敬鵬,-15,-778.0
00882,中信中國高股息,-14,-217.0
