code,name,weight,shares,price
GLEN LN,嘉能可公司,1.57,40000,0.0
2330,台積電,7.7,22000,2270.0
8306 JT,三菱UFJ金融集團公司,1.06,12000,0.0
6501 JT,日立製作所有限公司,1.73,12000,0.0
IFX GY,英飛凌科技股份有限公司,3.1,8000,0.0
NVDA US,輝達,8.02,7000,0.0
GOOGL US,Alphabet 公司,8.77,4500,0.0
AVGO US,博通公司,8.33,3900,0.0
WMT UN,沃爾瑪公司,2.19,3400,0.0
AMZN US,AMAZON. COM INC,3.9,3000,0.0
ENR GY,Siemens Energy AG,2.22,2200,0.0
MU US,美光科技公司,8.29,2200,0.0
LRCX US,科林研發股份有限公司,2.94,2021,0.0
4062 JT,Ibiden Co Ltd,1.04,2000,0.0
HWM US,Howmet航太公司,2.25,1700,0.0
TER US,泰瑞達公司,2.6,1500,0.0
COHR US,連貫公司,2.56,1300,0.0
LITE US,魯門特姆控股公司,6.33,1300,0.0
NET US,Cloudflare公司,1.17,1200,0.0
BWXT US,BWX科技股份有限公司,1.13,1100,0.0
ETN US,伊頓公開有限公司,1.98,1000,0.0
MSFT US,Microsoft Corp,1.99,1000,0.0
SU FP,施奈德電機公司,1.47,950,0.0
CRWD US,Crowdstrike控股公司,2.64,938,0.0
GEV US,奇異維諾瓦公司,3.97,750,0.0
VRTX US,福泰製藥公司,0.98,450,0.0
AMD US,超微半導體公司,0.87,400,0.0
CAT US,Caterpillar Inc,1.56,350,0.0
GS US,高盛集團,0.94,200,0.0
SNDK US,晟碟公司（德拉瓦州）,0.47,70,0.0
