code,name,net_shares,net_amount
1309,台達化,571,11474.0
,主動群益科技創新,71,969.0
,元大台灣50反1,42,594.0
6585,鼎基,35,3613.0
2883,凱基金,33,668.0
00919,群益台灣精選高息,32,736.0
8938,明安,32,2091.0
,主動中信非投等債,30,310.0
2344,華邦電,29,2864.0
2610,華航,25,470.0
6770,力積電,25,1625.0
7703,銳澤,22,4885.0
009817,國泰日本不動產,20,189.0
6234,高僑,20,577.0
6116,彩晶,20,166.0
2349,錸德,20,293.0
2454,聯發科,16,26184.0
6431,光麗-KY,16,362.0
3481,群創,16,399.0
2345,智邦,15,25768.0
1301,台塑,15,718.0
2353,宏碁,15,410.0
,主動兆豐台灣豐收,15,160.0
1785,光洋科,14,1169.0
6658,聯策,14,973.0
3339,泰谷,-301,-12178.0
5347,世界,-79,-10060.0
2618,長榮航,-70,-2485.0
3691,碩禾,-34,-3951.0
3372,典範,-30,-614.0
2002,中鋼,-27,-534.0
,主動統一台股增長,-27,-575.0
,主動中信台灣卓越,-25,-308.0
3360,尚立,-20,-309.0
9105,泰金寶-DR,-20,-114.0
00909,國泰數位支付服務,-20,-796.0
2332,友訊,-20,-312.0
8046,南電,-19,-10440.0
4979,華星光,-19,-7986.0
1727,中華化,-18,-928.0
,主動野村台灣50,-16,-267.0
6190,萬泰科,-16,-859.0
6919,康霈*,-14,-1237.0
2355,敬鵬,-14,-689.0
4540,全球傳動,-12,-540.0
6147,頎邦,-11,-840.0
2464,盟立,-11,-820.0
1308,亞聚,-11,-200.0
,期元大S&P黃金,-11,-527.0
009816,凱基台灣TOP50,-11,-120.0
