code,name,net_shares,net_amount
2409,友達,73,1094.0
,主動復華未來50,66,846.0
6919,康霈*,40,3640.0
,期元大S&P黃金,36,1768.0
1802,台玻,32,1774.0
00881,國泰台灣科技龍頭,26,961.0
,主動中信非投等債,25,258.0
2353,宏碁,22,597.0
8071,能率網通,22,367.0
,主動野村台灣50,20,330.0
8074,鉅橡,20,1170.0
,元大台灣50反1,18,256.0
7780,大研生醫*,17,304.0
2489,瑞軒,16,515.0
1309,台達化,13,240.0
3211,順達,11,3599.0
6116,彩晶,11,94.0
00946,群益科技高息成長,11,112.0
2376,技嘉,10,2361.0
6509,聚和,10,458.0
,主動聯博全球非投,10,100.0
6962,奕力-KY,10,308.0
2323,中環,10,119.0
1785,光洋科,10,932.0
9958,世紀鋼,10,1229.0
,期元大S&P石油,-94,-2232.0
,元大滬深300正2,-70,-1325.0
2467,志聖,-67,-26912.0
,主動元大AI新經濟,-56,-700.0
3481,群創,-53,-1355.0
,主動群益科技創新,-53,-714.0
8936,國統,-53,-2964.0
2887,台新新光金,-51,-1267.0
6443,元晶,-48,-2208.0
0052,富邦科技,-46,-2057.0
8028,昇陽半導體,-32,-6293.0
,國泰20年美債,-30,-848.0
2610,華航,-29,-558.0
2313,華通,-26,-6100.0
4991,環宇-KY,-26,-11362.0
6589,台康生技,-25,-1475.0
0050,元大台灣50,-23,-1710.0
6285,啟碁,-22,-3961.0
2330,台積電,-22,-39733.0
00952,凱基台灣AI50,-21,-276.0
,期元大道瓊白銀,-21,-1251.0
,台新新光辛特,-20,-190.0
,兆豐US優選投等債,-20,-272.0
,元大美債20正2,-20,-142.0
6026,福邦證,-20,-296.0
