code,name,net_shares,net_amount
2337,旺宏,1512,179626.0
009816,凱基台灣TOP50,257,2656.0
1301,台塑,211,9779.0
2371,大同,211,6484.0
00919,群益台灣精選高息,208,4601.0
,主動復華未來50,186,2236.0
0050,元大台灣50,182,13256.0
,主動統一台股增長,158,3104.0
1314,中石化,145,1181.0
1304,台聚,138,2674.0
,主動群益科技創新,93,1188.0
0056,元大高股息,92,3439.0
2317,鴻海,92,17334.0
,元大台灣50正2,86,1652.0
3709,鑫聯大投控,82,5208.0
00922,國泰台灣領袖50,80,2181.0
4938,和碩,71,5471.0
5201,凱衛,70,2707.0
3481,群創,63,1538.0
2324,仁寶,59,1628.0
00878,國泰永續高股息,53,1156.0
2542,興富發,52,1815.0
2330,台積電,51,89237.0
2615,萬海,44,3364.0
,主動統一全球創新,42,505.0
2408,南亞科,-986,-197798.0
1101,台泥,-167,-3823.0
,群益ESG投等債0-5,-140,-1451.0
2834,臺企銀,-99,-1489.0
,群益優選非投等債,-98,-946.0
5309,系統電,-90,-5199.0
6770,力積電,-80,-4308.0
00757,統一FANG+,-65,-6543.0
,第一金優選非投債,-50,-463.0
,元大零息超長美債,-49,-419.0
,國泰10Y+金融債,-44,-707.0
6596,寬宏藝術,-42,-4242.0
1582,信錦,-42,-4124.0
00887,永豐中國科技50大,-40,-480.0
,元大美債20年,-31,-859.0
1909,榮成,-31,-333.0
2344,華邦電,-29,-2816.0
1305,華夏,-29,-552.0
,中信高評級公司債,-24,-814.0
5515,建國,-24,-863.0
1309,台達化,-22,-536.0
6190,萬泰科,-22,-1199.0
1310,台苯,-21,-232.0
1714,和桐,-20,-202.0
,群益ESG投等債20+,-20,-297.0
