code,name,net_shares,net_amount
6290,良維,234,50557.0
1101,台泥,225,5647.0
2337,旺宏,216,30803.0
,主動群益科技創新,210,3076.0
2303,聯電,89,5252.0
6505,台塑化,69,3648.0
6190,萬泰科,64,4301.0
2455,全新,62,18206.0
,主動統一全球創新,54,778.0
3703,欣陸,50,1115.0
6788,華景電,41,16436.0
1528,恩德,41,1129.0
,主動野村臺灣優選,39,724.0
,元大美債20年,39,1061.0
2913,農林,36,435.0
2344,華邦電,32,2951.0
6134,萬旭,31,1013.0
4707,磐亞,30,352.0
2460,建通,29,821.0
6168,宏齊,28,704.0
4960,誠美材,28,605.0
6770,力積電,27,1530.0
1815,富喬,26,2883.0
2609,陽明,24,1236.0
3380,明泰,24,991.0
009816,凱基台灣TOP50,-1067,-11940.0
2409,友達,-343,-6332.0
00940,元大台灣價值高息,-310,-3020.0
5351,鈺創,-232,-16802.0
00939,統一台灣高息動能,-207,-3286.0
00947,台新臺灣IC設計,-199,-4881.0
,主動野村台灣50,-160,-2698.0
,主動統一台股增長,-134,-3008.0
2313,華通,-118,-33669.0
8028,昇陽半導體,-105,-21551.0
2892,第一金,-105,-3022.0
,主動兆豐台灣豐收,-90,-949.0
1802,台玻,-87,-5518.0
6016,康和證,-55,-919.0
6218,豪勉,-52,-1780.0
00909,國泰數位支付服務,-48,-1883.0
2882,國泰金,-45,-3355.0
,期元大道瓊白銀,-44,-2642.0
,群益ESG投等債20+,-42,-631.0
2367,燿華,-42,-2992.0
0050,元大台灣50,-41,-3201.0
3714,富采,-40,-1956.0
2002,中鋼,-39,-793.0
1326,台化,-39,-1796.0
5498,凱崴,-34,-2078.0
