code,name,net_shares,net_amount
1402,遠東新,1000,26660.0
0056,元大高股息,347,13161.0
,元大台灣50正2,234,4768.0
3545,敦泰,232,11061.0
6126,信音,120,3510.0
00927,群益半導體收益,87,2093.0
3033,威健,86,2737.0
00878,國泰永續高股息,66,1447.0
,主動群益台灣強棒,65,1056.0
2303,聯電,62,3406.0
0050,元大台灣50,61,4574.0
,元大美債20正2,60,422.0
2313,華通,49,13126.0
2610,華航,48,880.0
00919,群益台灣精選高息,47,1043.0
6919,康霈*,44,4342.0
1303,南亞,44,3455.0
3062,建漢,42,1424.0
2344,華邦電,38,3716.0
6116,彩晶,38,313.0
2489,瑞軒,36,1209.0
009803,保德信市值動能50,35,531.0
2317,鴻海,34,6666.0
2449,京元電子,34,9023.0
8215,明基材,34,821.0
2409,友達,-391,-6734.0
,主動野村台灣50,-299,-4740.0
,主動統一台股增長,-254,-5219.0
,元大美債20年,-194,-5284.0
6147,頎邦,-188,-15799.0
,期街口布蘭特正2,-144,-9013.0
,元大台灣50反1,-115,-1633.0
,國泰臺灣加權反1,-100,-239.0
,主動群益科技創新,-90,-1210.0
8422,可寧衛*,-84,-2419.0
,國泰20年美債,-70,-1977.0
,期元大S&P原油反1,-57,-901.0
3260,威剛,-55,-19800.0
3049,精金,-50,-574.0
,凱基美國非投等債,-50,-726.0
1309,台達化,-42,-1091.0
3037,欣興,-41,-21642.0
,群益ESG投等債20+,-37,-546.0
2498,宏達電,-36,-1440.0
5244,弘凱,-32,-1274.0
4960,誠美材,-32,-662.0
3231,緯創,-31,-3914.0
6547,高端疫苗,-30,-1771.0
00915,凱基優選高股息30,-30,-699.0
1717,長興,-29,-1888.0
