code,name,weight,shares,price
2887,台新新光金,2.84,140813350,37.5
2883,凱基金,1.68,96621000,32.25
2884,玉山金,1.88,90479000,38.7
2890,永豐金,1.73,82228100,39.15
2885,元大金,2.53,74852320,62.8
2886,兆豐金,1.68,67196000,46.6
2892,第一金,1.2,67073000,33.4
5880,合庫金,0.89,66168175,25.0
2880,華南金,1.28,60278880,39.6
2891,中信金,1.16,33455000,64.6
2330,台積電,41.51,31956000,2415.0
2412,中華電,2.14,29315000,136.0
2317,鴻海,2.86,21583000,246.5
2303,聯電,1.38,20762000,123.5
2881,富邦金,1.31,17600000,138.5
2882,國泰金,0.94,17066000,102.5
3481,群創,0.35,14212000,46.4
1303,南亞,1.11,9956000,207.0
1216,統一,0.34,8200000,77.7
3711,日月光投控,1.78,5600000,592.0
2344,華邦電,0.52,5371000,181.5
3231,緯創,0.51,5199000,182.0
2382,廣達,0.84,4720000,332.5
4904,遠傳,0.23,4200000,101.0
3045,台灣大,0.25,3970000,115.5
6505,台塑化,0.15,3877000,70.4
2408,南亞科,1.03,3700000,517.0
2603,長榮,0.46,3693000,231.0
2308,台達電,3.39,3600000,1750.0
2301,光寶科,0.57,3477000,307.0
2327,國巨*,0.95,3289000,537.0
3037,欣興,1.81,2900000,1160.0
2454,聯發科,5.52,2600000,3945.0
4958,臻鼎-KY,0.34,1400000,453.0
2357,華碩,0.57,1100000,971.0
2395,研華,0.33,880000,688.0
2345,智邦,0.97,880000,2055.0
2360,致茂,0.78,730000,1980.0
6446,藥華藥,0.58,682000,1585.0
2368,金像電,0.34,603000,1040.0
3017,奇鋐,1.01,598000,3155.0
2383,台光電,1.82,573000,5895.0
8046,南電,0.28,440000,1180.0
3665,貿聯-KY,0.37,340000,2005.0
6669,緯穎,0.74,202000,6785.0
3653,健策,0.55,180000,5725.0
7769,鴻勁,0.61,180000,6335.0
3008,大立光,0.53,157000,6290.0
3443,創意電子,0.51,155000,6125.0
2059,川湖,0.97,124000,14510.0
202609TX,臺股期貨,1.83,370,0.0
