code,name,net_shares,net_amount
3576,聯合再生,315,6574.0
,元大台灣50反1,117,1693.0
6770,力積電,116,7733.0
2002,中鋼,115,2209.0
,主動群益科技創新,90,1180.0
3481,群創,89,2180.0
8064,東捷,82,5571.0
009816,凱基台灣TOP50,74,782.0
8936,國統,62,3373.0
2615,萬海,60,4483.0
2349,錸德,49,673.0
,主動復華未來50,41,509.0
1723,中碳,40,2910.0
2027,大成鋼,40,1480.0
3545,敦泰,34,1446.0
1308,亞聚,33,581.0
,期元大S&P石油,26,645.0
2344,華邦電,25,2967.0
1815,富喬,24,2840.0
,期街口布蘭特正2,23,1264.0
2609,陽明,23,1213.0
2337,旺宏,23,3100.0
2489,瑞軒,22,722.0
3105,穩懋,21,6798.0
6505,台塑化,19,1092.0
,國泰臺灣加權反1,-306,-707.0
2030,彰源,-85,-1398.0
6547,高端疫苗,-85,-5102.0
2356,英業達,-79,-3353.0
2887,台新新光金,-56,-1351.0
,主動聯博全球非投,-55,-548.0
1605,華新,-49,-1519.0
3005,神基,-49,-6337.0
,國泰20年美債正2,-40,-280.0
,群益ESG投等債20+,-40,-591.0
,中信高評級公司債,-35,-1180.0
2324,仁寶,-34,-1079.0
1309,台達化,-33,-672.0
,平衡凱基美國TOP,-30,-309.0
,元大美債20正2,-29,-203.0
2610,華航,-29,-545.0
2605,新興,-27,-1143.0
00924,復華S&P500成長,-25,-701.0
,主動統一台股增長,-23,-515.0
6168,宏齊,-21,-547.0
2406,國碩,-21,-744.0
9105,泰金寶-DR,-20,-111.0
3715,定穎投控,-20,-3274.0
6148,驊宏資,-19,-682.0
2867,三商壽,-17,-128.0
