code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
2408,南亞科,229,77,152,3473.5,228.77
,主動群益美國增長,180,34,146,154.0,10.51
,元大台灣50正2,174,41,133,327.4,24.51
,主動統一台股增長,149,35,114,269.6,23.61
00919,群益台灣精選高息,135,22,113,259.2,22.94
5905,南仁湖,100,0,100,92.2,9.22
1528,恩德,111,12,99,282.3,28.52
,主動群益科技創新,89,0,89,136.3,15.22
,主動統一全球創新,83,4,79,122.6,15.52
6789,采鈺,91,19,72,2740.0,380.72
,第一金優選非投債,61,0,61,56.9,9.33
,國泰臺灣加權反1,60,0,60,12.6,2.1
2313,華通,107,50,57,1514.6,263.89
2344,華邦電,90,36,54,516.9,95.67
1711,永光,63,16,47,207.7,44.15
4566,時碩工業,48,2,46,344.6,74.58
,期元大S&P石油,49,3,46,127.1,27.63
8064,東捷,47,4,43,338.1,78.25
,主動中信台灣卓越,35,0,35,47.8,13.65
2049,上銀,42,8,34,895.2,265.24
6239,力成,40,8,32,725.9,227.77
,期街口布蘭特正2,36,7,29,144.8,49.94
,元大台灣50反1,76,48,28,36.7,12.9
,群益優選非投等債,37,10,27,26.0,9.65
3339,泰谷,29,2,27,137.8,51.4
4906,正文,6,353,-347,-1350.0,38.91
1303,南亞,29,212,-183,-1634.2,89.01
3481,群創,277,428,-151,-417.3,27.72
00940,元大台灣價值高息,4,153,-149,-148.9,9.99
2867,三商壽,0,144,-144,-113.2,7.86
3374,精材,0,131,-131,-2274.1,173.55
0050,元大台灣50,7,134,-127,-1043.6,82.54
,主動野村台灣50,0,122,-122,-212.1,17.38
2409,友達,208,323,-115,-225.8,19.55
6278,台表科,3,113,-110,-1375.1,124.95
1326,台化,43,148,-105,-538.0,51.11
00900,富邦特選高股息30,0,103,-103,-152.9,14.75
009816,凱基台灣TOP50,63,164,-101,-117.3,11.62
3673,TPK-KY,3,81,-78,-471.9,60.5
3591,艾笛森,5,79,-74,-169.0,22.84
4939,亞電,0,71,-71,-229.1,32.27
1449,佳和,2,70,-68,-98.5,14.49
,期元大S&P原油反1,0,68,-68,-92.6,13.62
1802,台玻,77,143,-66,-451.3,68.37
2002,中鋼,2,68,-66,-134.9,20.44
00878,國泰永續高股息,3,59,-56,-129.8,23.27
5522,遠雄,0,55,-55,-383.2,69.75
2337,旺宏,85,139,-54,-899.9,166.56
00712,復華富時不動產,2,54,-52,-46.6,8.95
2406,國碩,1,51,-50,-161.1,32.22
