code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,元大台灣50正2,172,49,123,412.5,33.46
0050,元大台灣50,91,5,86,876.9,101.85
,群益臺灣加權正2,99,15,84,93.7,11.08
,主動統一升級50,86,5,81,79.3,9.7
3481,群創,85,27,58,289.6,49.87
,主動聯博全球非投,50,0,50,50.8,10.16
,主動凱基台灣,45,0,45,40.8,8.95
00892,富邦台灣半導體,35,0,35,136.9,39.1
009816,凱基台灣TOP50,34,0,34,50.2,14.74
00888,永豐台灣ESG,31,0,31,106.8,34.35
,國泰臺灣加權反1,25,0,25,4.3,1.7
,群益ESG投等債20+,24,0,24,35.1,14.61
,主動中信台灣收益,23,0,23,21.4,9.31
00927,群益半導體收益,20,0,20,72.0,35.99
4541,晟田,47,30,17,120.9,69.86
6139,亞翔,47,30,17,1485.5,873.82
4958,臻鼎-KY,32,15,17,822.7,488.79
,主動富邦台灣龍耀,17,1,16,12.8,7.97
00919,群益台灣精選高息,23,8,15,44.4,29.43
2441,超豐,15,0,15,180.8,120.5
,主動復華未來50,13,0,13,21.8,16.54
,主動安聯台灣高息,13,0,13,19.3,14.86
2520,冠德,13,0,13,45.1,34.66
6243,迅杰,13,0,13,67.6,51.97
3081,聯亞,27,16,11,2153.2,1927.64
2002,中鋼,85,252,-167,-321.4,19.15
2303,聯電,40,169,-129,-1675.2,130.69
5351,鈺創,14,117,-103,-880.6,85.62
2337,旺宏,7,104,-97,-1248.1,128.3
8150,南茂,16,99,-83,-742.4,90.11
,主動統一台股增長,55,117,-62,-169.6,27.73
1303,南亞,13,64,-51,-952.4,186.79
6239,力成,12,63,-51,-1424.0,279.76
3231,緯創,80,119,-39,-701.0,180.16
2356,英業達,4,36,-32,-207.6,64.14
3264,欣銓,173,203,-30,-603.8,201.27
2344,華邦電,57,79,-22,-366.1,165.54
2634,漢翔,4,25,-21,-138.0,65.72
,富邦NASDAQ反1,30,50,-20,-5.0,2.5
2511,太子,0,20,-20,-17.0,8.48
3707,漢磊,1,21,-20,-123.0,61.52
2481,強茂,1,19,-18,-260.5,144.74
2324,仁寶,0,16,-16,-59.3,37.03
1308,亞聚,0,15,-15,-21.6,14.41
,中信中國50正2,0,15,-15,-13.8,9.19
00951,台新日本半導體,1,15,-14,-24.7,17.63
3189,景碩,3,17,-14,-978.4,722.49
2451,創見,3,15,-12,-321.3,264.48
1326,台化,6,18,-12,-85.8,71.48
1312,國喬,21,33,-12,-16.8,14.02
