code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
2409,友達,695,314,381,863.4,22.66
6116,彩晶,259,46,213,302.2,14.15
,主動統一全球創新,186,8,178,389.3,21.86
,元大台灣50正2,179,31,148,511.1,34.5
,主動元大AI新經濟,102,4,98,189.4,19.33
2312,金寶,781,685,96,386.3,40.18
8936,國統,81,7,74,377.2,50.97
2324,仁寶,133,62,71,239.7,33.86
2014,中鴻,109,43,66,117.9,17.87
2356,英業達,92,32,60,387.1,64.2
,主動統一台股增長,141,98,43,137.0,31.88
00712,復華富時不動產,40,0,40,35.2,8.75
00919,群益台灣精選高息,89,55,34,95.0,27.92
2367,燿華,76,44,32,214.8,67.12
5009,榮剛,32,0,32,114.3,35.7
6589,台康生技,30,0,30,124.0,41.05
009816,凱基台灣TOP50,59,29,30,44.7,14.88
0050,元大台灣50,44,14,30,301.1,101.0
2363,矽統,35,6,29,195.5,67.41
3016,嘉晶,53,24,29,403.8,140.34
3006,晶豪科,32,5,27,630.0,234.26
6239,力成,94,67,27,920.1,342.22
1815,富喬,162,136,26,331.6,126.33
1326,台化,40,15,25,112.4,44.95
2371,大同,34,11,23,69.7,30.32
,國泰臺灣加權反1,0,700,-700,-121.1,1.73
3481,群創,1391,1845,-454,-2410.6,53.03
,主動統一升級50,171,543,-372,-395.9,10.62
2002,中鋼,410,781,-371,-751.8,20.28
2913,農林,0,210,-210,-225.9,10.76
2344,華邦電,28,212,-184,-2549.5,138.14
6603,富強鑫,0,91,-91,-202.7,22.27
2441,超豐,40,129,-89,-1171.9,131.6
2369,菱生,4,92,-88,-328.3,37.22
2442,新美齊,0,77,-77,-141.5,18.38
,主動野村臺灣高息,0,71,-71,-76.3,10.66
5512,力麒,0,70,-70,-48.7,6.94
2520,冠德,0,60,-60,-180.2,30.03
1301,台塑,6,65,-59,-266.7,45.21
6770,力積電,130,181,-51,-366.2,72.34
2303,聯電,50,99,-49,-647.5,131.28
1303,南亞,19,67,-48,-439.1,91.49
2881,富邦金,3,50,-47,-483.0,101.84
7712,博盛半導體,0,44,-44,-802.8,184.12
5425,台半,20,63,-43,-433.7,99.53
6282,康舒,56,99,-43,-266.0,61.44
6156,松上,0,42,-42,-79.9,19.02
6499,益安,0,40,-40,-353.1,88.27
8926,台汽電,0,39,-39,-264.1,67.67
2867,三商壽,5,42,-37,-28.1,7.59
