code,name,net_shares,net_amount
,凱基美國非投等債,545,7953.0
6126,信音,147,4566.0
,元大台灣50反1,140,1984.0
6770,力積電,123,6607.0
3545,敦泰,109,5236.0
2409,友達,67,1084.0
2845,遠東銀,59,740.0
3135,凌航,58,6093.0
,主動群益科技創新,52,699.0
3591,艾笛森,52,1151.0
4906,正文,51,1935.0
,主動台新優勢成長,50,629.0
3260,威剛,49,17434.0
6548,長科*,49,2404.0
009815,大華美國MAG7+,47,446.0
2426,鼎元,45,1729.0
1717,長興,41,2553.0
8064,東捷,37,2595.0
1711,永光,35,1205.0
3221,台嘉碩,33,1165.0
6443,元晶,32,1244.0
,主動安聯台灣高息,30,381.0
6218,豪勉,30,893.0
3380,明泰,30,1136.0
8039,台虹,28,3551.0
00878,國泰永續高股息,-555,-12375.0
,主動安聯台灣,-463,-4926.0
,期元大S&P原油反1,-287,-4182.0
6147,頎邦,-274,-25582.0
,凱基A級公司債,-240,-3432.0
,期街口布蘭特正2,-150,-9841.0
009816,凱基台灣TOP50,-144,-1532.0
,群益ESG投等債20+,-133,-2000.0
0056,元大高股息,-126,-4819.0
,元大美債20年,-126,-3457.0
,國泰20年美債,-122,-3477.0
2885,元大金,-111,-5122.0
,主動元大AI新經濟,-105,-1289.0
4938,和碩,-105,-8231.0
6156,松上,-95,-1877.0
5347,世界,-95,-11830.0
00713,元大台灣高息低波,-90,-4657.0
1815,富喬,-79,-8550.0
3576,聯合再生,-74,-1488.0
2313,華通,-65,-18358.0
00918,大華優利高填息30,-60,-1345.0
,元大台灣50正2,-58,-1199.0
2103,台橡,-52,-1019.0
2489,瑞軒,-51,-1806.0
,主動統一台股增長,-51,-1063.0
