code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
6116,彩晶,343,180,163,302.0,18.43
00918,大華優利高填息30,159,5,154,489.7,31.76
2324,仁寶,138,17,121,461.8,38.16
,中信中國50正2,102,0,102,92.4,9.06
,群益臺灣加權反1,100,0,100,10.0,1.0
009816,凱基台灣TOP50,119,32,87,136.8,15.65
00928,中信上櫃ESG30,75,0,75,299.3,39.91
3707,漢磊,80,10,70,567.9,81.13
6026,福邦證,66,0,66,112.2,17.0
2489,瑞軒,77,17,60,290.2,48.36
,主動元大AI新經濟,56,1,55,115.5,20.99
1504,東元,62,9,53,374.2,70.33
009819,中信數據及電力,59,6,53,55.5,10.48
2312,金寶,73,24,49,172.5,35.21
6742,澤米,69,24,45,313.3,69.62
,元大台灣50反1,707,665,42,42.2,10.04
3576,聯合再生,56,16,40,73.8,18.22
2409,友達,472,431,41,107.1,26.59
0052,富邦科技,47,7,40,251.0,62.57
2610,華航,51,12,39,86.3,22.12
2369,菱生,51,13,38,139.5,36.71
8938,明安,35,0,35,185.5,53.0
2890,永豐金,46,13,33,128.6,40.07
3325,旭品,30,0,30,37.9,12.63
1605,華新,32,6,26,105.5,39.97
,主動統一升級50,57,605,-548,-598.3,10.93
3481,群創,670,848,-178,-984.5,55.35
,主動統一台股增長,23,167,-144,-451.1,31.32
,主動群益科技創新,0,118,-118,-223.0,18.9
2344,華邦電,246,363,-117,-2529.5,217.29
6770,力積電,93,188,-95,-693.9,72.9
6757,台灣虎航,5,70,-65,-375.7,57.81
00712,復華富時不動產,122,185,-63,-54.2,8.61
,元大投資級公司債,0,61,-61,-204.8,33.57
00891,中信關鍵半導體,0,59,-59,-221.4,37.21
00929,復華台灣科技優息,8,61,-53,-164.0,30.93
00919,群益台灣精選高息,28,80,-52,-158.6,30.74
5452,佶優,0,42,-42,-140.2,33.37
3234,光環,0,36,-36,-517.1,143.21
8150,南茂,21,56,-35,-366.1,104.56
3105,穩懋,7,40,-33,-1808.1,541.64
0050,元大台灣50,6,40,-34,-355.8,107.07
2303,聯電,41,73,-32,-464.6,146.65
1802,台玻,64,95,-31,-226.2,72.62
1310,台苯,0,30,-30,-28.5,9.26
1909,榮成,0,30,-30,-30.6,10.2
,群益ESG投等債20+,0,30,-30,-45.0,14.98
1513,中興電,13,42,-29,-509.5,175.62
2002,中鋼,12,41,-29,-54.4,19.08
3059,華晶科,12,40,-28,-136.3,48.85
