code,name,net_shares,net_amount
2409,友達,19211,360488.0
2489,瑞軒,3208,137128.0
1785,光洋科,2581,271068.0
3026,禾伸堂,718,128939.0
2337,旺宏,701,100422.0
3481,群創,519,14211.0
2426,鼎元,498,21515.0
1815,富喬,431,52169.0
4908,前鼎,390,46225.0
6451,訊芯-KY,344,135192.0
6147,頎邦,288,28016.0
6531,愛普*,202,98808.0
3455,由田,187,33821.0
8155,博智,177,51843.0
2834,臺企銀,99,1510.0
6209,今國光,88,5050.0
3714,富采,81,4674.0
8076,伍豐,80,1846.0
6683,雍智科技,80,127218.0
,主動兆豐台灣豐收,71,757.0
4739,康普,71,6053.0
2303,聯電,64,3807.0
1303,南亞,62,5406.0
6213,聯茂,55,11781.0
6727,亞泰金屬,50,19403.0
1717,長興,-3237,-227679.0
5289,宜鼎,-250,-287264.0
3289,宜特,-185,-27369.0
6285,啟碁,-152,-34033.0
6488,環球晶,-116,-51364.0
4931,新盛力,-112,-15074.0
2308,台達電,-93,-157062.0
2368,金像電,-78,-79206.0
0050,元大台灣50,-78,-6116.0
2382,廣達,-70,-21304.0
1101,台泥,-67,-1677.0
6290,良維,-66,-14434.0
1305,華夏,-65,-1061.0
2449,京元電子,-64,-17678.0
,元大台灣50正2,-56,-1272.0
6957,裕慶-KY,-52,-7960.0
8028,昇陽半導體,-51,-10341.0
2451,創見,-50,-12063.0
00752,中信中國50,-50,-1213.0
1909,榮成,-50,-489.0
4927,泰鼎-KY,-50,-2266.0
4576,大銀微系統,-48,-7520.0
3037,欣興,-47,-29738.0
009816,凱基台灣TOP50,-43,-482.0
3163,波若威,-39,-46621.0
