code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,元大台灣50反1,227,1,226,223.7,9.9
,主動中信台灣收益,107,3,104,102.3,9.8
1310,台苯,72,0,72,60.9,8.45
,主動聯博全球非投,61,0,61,61.0,10.01
,群益優選非投等債,57,0,57,54.9,9.63
,群益臺灣加權反1,50,0,50,4.9,0.98
1312,國喬,758,712,46,111.3,24.18
2609,陽明,51,7,44,248.6,56.36
4938,和碩,37,0,37,328.9,88.9
009824,群益美國科技巨頭,28,0,28,28.1,10.02
2371,大同,55,29,26,71.8,27.63
2615,萬海,66,40,26,290.3,111.81
2002,中鋼,47,21,26,49.5,19.07
1303,南亞,94,69,25,596.0,235.31
3060,銘異,25,0,25,68.3,27.33
00712,復華富時不動產,23,0,23,20.1,8.74
2610,華航,21,0,21,42.7,20.35
6770,力積電,87,66,21,143.1,70.06
4566,時碩工業,20,0,20,129.9,64.95
1582,信錦,20,0,20,154.0,77.0
1449,佳和,19,0,19,23.5,12.35
,元大台灣50正2,44,27,17,60.7,36.12
6213,聯茂,43,29,14,806.7,563.73
9945,潤泰新,14,0,14,39.2,27.98
2464,盟立,31,18,13,244.0,186.83
,主動凱基台灣,2,224,-222,-220.1,9.92
,主動統一升級50,2,199,-197,-206.3,10.42
2303,聯電,22,189,-167,-2145.3,128.35
009829,大華韓國KOSPI50,36,201,-165,-172.4,10.45
,主動統一台股增長,8,123,-115,-346.8,30.13
3481,群創,132,245,-113,-557.1,49.28
009805,台新美國電力基建,1,100,-99,-151.4,15.29
0050,元大台灣50,8,99,-91,-970.4,107.07
00878,國泰永續高股息,4,90,-86,-283.7,32.99
00919,群益台灣精選高息,25,106,-81,-253.9,31.34
,主動元大AI新經濟,0,80,-80,-123.8,15.47
1815,富喬,30,105,-75,-904.6,120.59
,群益臺灣加權正2,10,78,-68,-82.6,12.01
00927,群益半導體收益,0,55,-55,-203.8,36.88
00965,元大航太防衛科技,0,50,-50,-131.0,26.19
,主動群益美國增長,1,50,-49,-55.4,11.31
6116,彩晶,4,53,-49,-71.8,14.64
,主動群益科技創新,1,45,-44,-82.7,18.67
009816,凱基台灣TOP50,6,45,-39,-61.4,15.61
,主動復華未來50,43,79,-36,-66.2,18.47
2492,華新科,21,56,-35,-1128.3,315.62
3324,雙鴻,0,32,-32,-3694.4,1143.41
6147,頎邦,41,73,-32,-607.0,191.15
1718,中纖,0,30,-30,-32.7,10.9
5471,松翰,0,30,-30,-185.4,61.81
