code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
00919,群益台灣精選高息,452,59,393,1286.0,32.75
6770,力積電,143,28,115,784.8,68.46
,主動中信台灣收益,140,46,94,88.0,9.32
,主動統一台股增長,86,5,81,236.7,28.97
2409,友達,108,42,66,186.5,28.01
,群益臺灣加權正2,82,25,57,67.3,11.62
00927,群益半導體收益,58,2,56,206.2,36.76
2605,新興,59,3,56,197.5,35.27
,元大台灣50正2,63,12,51,181.5,35.27
0050,元大台灣50,59,8,51,547.3,106.65
00918,大華優利高填息30,46,0,46,163.4,35.47
2610,華航,41,1,40,80.5,19.97
,主動統一升級50,189,151,38,37.4,9.8
00929,復華台灣科技優息,31,0,31,91.0,28.51
2337,旺宏,41,11,30,345.2,114.93
00712,復華富時不動產,30,1,29,24.8,8.29
1303,南亞,54,27,27,630.3,226.64
009816,凱基台灣TOP50,39,13,26,42.0,15.75
00713,元大台灣高息低波,24,0,24,154.2,64.25
00896,中信綠能及電動車,22,0,22,62.4,27.74
2883,凱基金,23,1,22,85.5,38.32
1809,中釉,23,1,22,80.0,36.36
2801,彰銀,21,0,21,58.6,27.86
6147,頎邦,49,28,21,375.5,186.04
5340,建榮,20,0,20,166.1,83.07
3231,緯創,5,162,-157,-2856.1,182.69
4763,材料*-KY,18,127,-109,-525.9,48.24
,主動統一前沿科技,0,88,-88,-85.4,9.71
1815,富喬,6,86,-80,-936.0,117.04
6949,沛爾生醫*-創,8,60,-52,-278.4,53.53
,主動群益科技創新,3,52,-49,-85.5,17.51
5386,青雲,0,46,-46,-1317.0,287.58
,元大台灣50反1,26,71,-45,-45.1,10.03
1785,光洋科,1,37,-36,-344.9,94.49
3105,穩懋,6,41,-35,-1639.0,462.17
,主動元大AI新經濟,0,34,-34,-49.6,14.64
2481,強茂,27,55,-28,-431.5,154.88
3372,典範,0,23,-23,-33.1,14.41
,群益ESG投等債20+,0,22,-22,-32.0,14.16
3376,新日興,8,30,-22,-400.0,180.36
,中信中國50正2,0,21,-21,-18.7,8.9
00878,國泰永續高股息,13,33,-20,-67.8,34.25
2464,盟立,2,21,-19,-330.8,174.08
7825,和亞智慧,0,19,-19,-163.5,86.03
2301,光寶科,5,24,-19,-529.5,279.27
2891,中信金,25,43,-18,-128.2,67.99
3481,群創,43,59,-16,-75.3,46.0
3029,零壹,0,15,-15,-176.3,117.5
6116,彩晶,4,19,-15,-20.7,13.79
4951,精拓科,0,15,-15,-120.8,80.53
