code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,台新新光辛特,1731,12,1719,1622.7,9.44
,主動野村臺灣優選,1000,0,1000,2344.5,23.44
9949,琉園,957,52,905,2822.6,31.19
,元大台灣50正2,1025,218,807,2997.5,37.11
6182,合晶,955,226,729,11727.1,160.87
,群益臺灣加權正2,599,68,531,644.4,12.13
2454,聯發科,424,3,421,167917.1,3988.24
,主動凱基台灣,346,89,257,242.5,9.4
,主動統一升級50,277,111,166,173.1,10.38
,主動安聯台灣高息,147,0,147,241.1,16.3
1504,東元,146,12,134,921.4,68.75
8096,擎亞,295,171,124,1935.8,156.12
,主動國泰動能高息,123,16,107,152.2,14.22
,元大投資級公司債,100,0,100,333.7,33.37
3406,玉晶光,104,5,99,6047.8,610.18
2506,太設,92,0,92,81.8,8.89
8234,新漢,190,102,88,679.1,77.19
2352,佳世達,100,13,87,297.7,34.22
2618,長榮航,205,127,78,305.2,38.95
0056,元大高股息,78,8,70,368.2,52.05
3231,緯創,153,86,67,948.3,141.12
5483,中美晶,147,80,67,1359.8,202.59
,元大美債20年,72,5,67,180.0,26.87
3230,錦明,80,13,67,347.6,51.9
1303,南亞,674,607,67,1261.9,189.97
4991,環宇-KY,10,1007,-997,-48428.9,485.76
8028,昇陽半導體,28,510,-482,-14605.9,303.16
2409,友達,258,542,-284,-825.2,29.06
8039,台虹,24,296,-272,-3768.4,138.56
2351,順德,18,270,-252,-5117.3,203.15
2887,台新新光金,17,259,-242,-867.3,35.78
6239,力成,34,275,-241,-7604.3,315.31
2327,國巨*,142,377,-235,-20994.0,892.54
,主動群益美國增長,34,208,-174,-210.5,12.1
6901,鑽石投資,125,282,-157,-328.3,20.91
00918,大華優利高填息30,13,170,-157,-500.5,31.88
6415,矽力*-KY,9,165,-156,-8438.4,538.61
2883,凱基金,124,259,-135,-414.9,30.88
,主動元大AI新經濟,66,181,-115,-209.1,18.14
009816,凱基台灣TOP50,117,229,-112,-169.5,15.23
2601,益航,10,119,-109,-81.7,7.49
4764,雙鍵,15,118,-103,-2808.2,271.65
2913,農林,0,100,-100,-110.5,11.05
6805,富世達,2,102,-100,-13636.3,1374.27
,兆豐國泰R2,3,94,-91,-112.7,12.38
6962,奕力-KY,0,91,-91,-333.7,36.67
1721,三晃,2,76,-74,-178.4,24.1
2834,臺企銀,0,73,-73,-132.8,18.2
5488,松普,0,70,-70,-101.2,14.45
,主動統一台股增長,293,354,-61,-186.9,30.72
