code,name,weight,shares,price
2330,台積電,59.6,546190306,2320.0
2887,台新新光金,0.82,523649603,35.15
2891,中信金,1.13,396830480,61.5
2883,凱基金,0.47,351782500,29.55
2884,玉山金,0.57,339295192,35.85
2890,永豐金,0.52,286939146,39.7
2317,鴻海,3.04,272728376,234.5
2886,兆豐金,0.58,263795785,48.2
2303,聯電,1.59,261229243,130.0
2892,第一金,0.39,249971437,33.95
2885,元大金,0.68,246490653,62.9
5880,合庫金,0.27,233645103,25.5
2882,國泰金,0.92,212858790,94.0
2880,華南金,0.38,205179563,39.9
2881,富邦金,1.04,186335061,123.5
1216,統一,0.4,110287875,80.3
1303,南亞,0.97,110142770,186.5
2412,中華電,0.54,85152866,139.0
3711,日月光投控,2.13,74152942,597.0
2344,華邦電,0.49,69044186,151.0
3231,緯創,0.46,67394556,143.5
2382,廣達,0.87,59072289,316.0
2301,光寶科,0.41,43651393,193.5
2308,台達電,3.58,43097544,1705.0
4904,遠傳,0.18,39593820,104.5
2327,國巨*,1.07,35259332,630.0
2454,聯發科,5.47,32938063,3340.0
3045,台灣大,0.16,31539583,112.0
3037,欣興,1.1,29465559,750.0
6505,台塑化,0.1,25608197,77.7
2408,南亞科,0.47,25462120,381.0
2449,京元電子,0.31,24267885,270.5
2603,長榮,0.22,24245790,196.0
4958,臻鼎-KY,0.39,17035626,478.5
2357,華碩,0.5,15063209,688.0
2345,智邦,1.12,11099458,2090.0
2395,研華,0.26,10290060,516.0
2360,致茂,0.75,8226612,1835.0
2368,金像電,0.34,7670984,927.0
3017,奇鋐,0.75,7155314,2135.0
2383,台光電,1.42,6497705,4395.0
8046,南電,0.26,4780200,1105.0
3665,貿聯-KY,0.36,3990300,1820.0
6669,緯穎,0.53,2325704,4685.0
3008,大立光,0.38,2094630,3875.0
3653,健策,0.31,1944095,3200.0
3443,創意,0.33,1792200,3745.0
3661,世芯-KY,0.28,1759626,3365.0
7769,鴻勁,0.37,1272950,6005.0
2059,川湖,0.44,1230684,7750.0
202608NYF,台灣50ETF股票期貨,0.04,888,0.0
202608TX,臺股期貨,0.25,618,0.0
