code,name,weight,shares,price
3037,欣興,4.8,2600000,1120.0
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,1.77,1749879,0.0
2327,國巨*,1.55,1550000,608.0
6981 JP,MURATA MANUFACTURING CO LTD,3.69,1350000,0.0
6997 JP,NIPPON CHEMI-CON CORP,1.32,1275100,0.0
3711,日月光投控,1.01,1000000,615.0
2308,台達電,2.24,720000,1885.0
2330,台積電,2.57,650000,2400.0
4979,華星光,0.4,450000,528.0
6976 JP,TAIYO YUDEN CO LTD,1.68,450000,0.0
2383,台光電,4.66,445000,6350.0
IFX GY,INFINEON TECHNOLOGIES AG,1.6,425000,0.0
6871 JP,MICRONICS JAPAN CO LTD,1.87,370000,0.0
2454,聯發科,2.47,370000,4050.0
301377 CH,GUANGDONG DTECH TECHNOLOGY-A,1.05,291988,0.0
4180 JP,APPIER GROUP INC,0.11,250000,0.0
6223,旺矽,2.31,242000,5270.0
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,3.34,225000,0.0
TSEM US,TOWER SEMICONDUCTOR LTD,3.0,216825,0.0
3017,奇鋐,1.12,215000,3150.0
BE US,BLOOM ENERGY CORP- A,2.56,210000,0.0
MRVL US,MARVELL TECHNOLOGY INC,2.52,205000,0.0
AIXA GY,AIXTRON SE,0.51,200000,0.0
SPCX US,SPACE EXPLORATION TECHN-CL A,1.53,200000,0.0
PLTR US,PALANTIR TECHNOLOGIES INC-A,1.63,180000,0.0
285A JP,KIOXIA HOLDINGS CORP,3.67,180000,0.0
6787 JP,MEIKO ELECTRONICS CO LTD,1.02,160000,0.0
FORM US,FORMFACTOR INC,1.09,150454,0.0
PANW US,PALO ALTO NETWORKS INC,2.96,150000,0.0
NOW US,SERVICENOW INC,0.83,135000,0.0
SNOW US,SNOWFLAKE INC-CLASS A(Snowflake公司),2.25,130000,0.0
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),3.45,130000,0.0
LITE US,LUMENTUM HOLDINGS INC,5.95,117000,0.0
3308 HK,ZHONGJI INNOLIGHT CO LTD-H,0.93,110000,0.0
COHR US,COHERENT INC,1.75,95000,0.0
WDC US,WESTERN DIGITAL CORP,2.25,80000,0.0
AEHR US,AEHR TEST SYSTEMS,0.53,70000,0.0
MU US,MICRON TECHNOLOGY INC,3.71,70000,0.0
009150 KS,Samsung Electro-Mechanics co(009150 ks),4.07,70000,0.0
STX US,SEAGATE TECHNOLOGY,3.13,60000,0.0
TWLO US,TWILIO INC - A,0.66,55000,0.0
TER US,TERADYNE INC,1.28,55000,0.0
NET US,CLOUDFLARE INC - CLASS A,0.72,45000,0.0
LMT US,LOCKHEED MARTIN CORP,1.18,38000,0.0
SNDK US,SANDISK CORP,1.97,21000,0.0
MPWR US,MONOLITHIC POWER SYSTEMS INC,1.34,18000,0.0
