code,name,net_shares,net_amount
,群益優選非投等債,51,494.0
5871,中租-KY,50,5446.0
4960,誠美材,50,1102.0
3349,寶德,47,1309.0
2610,華航,35,644.0
6715,嘉基,30,10200.0
2103,台橡,28,544.0
1304,台聚,23,408.0
6116,彩晶,21,176.0
1309,台達化,20,468.0
4906,正文,19,621.0
2887,台新新光金,18,431.0
3481,群創,16,395.0
6282,康舒,14,648.0
00929,復華台灣科技優息,14,264.0
6234,高僑,13,367.0
3555,博士旺,11,1700.0
00830,國泰費城半導體,11,590.0
3645,達邁,10,749.0
2032,新鋼,10,165.0
0050,元大台灣50,9,711.0
00927,群益半導體收益,8,206.0
,元大台灣50反1,7,111.0
3715,定穎投控,7,1371.0
1308,亞聚,6,114.0
,主動統一台股增長,-64,-1313.0
,主動群益台灣強棒,-50,-828.0
0052,富邦科技,-36,-1604.0
2352,佳世達,-32,-755.0
,元大美債20年,-31,-848.0
2618,長榮航,-29,-1011.0
2891,中信金,-26,-1413.0
8112,至上,-20,-1588.0
,主動復華未來50,-20,-250.0
009816,凱基台灣TOP50,-17,-182.0
2027,大成鋼,-17,-626.0
,元大台灣50正2,-16,-322.0
,主動安聯台灣,-15,-157.0
2409,友達,-14,-221.0
,國泰20年美債,-13,-370.0
00940,元大台灣價值高息,-12,-115.0
2002,中鋼,-11,-213.0
2367,燿華,-11,-842.0
1582,信錦,-10,-1089.0
2489,瑞軒,-10,-342.0
,元大滬深300正2,-10,-193.0
,元大AAA至A公司債,-10,-319.0
1906,寶隆,-10,-129.0
2454,聯發科,-10,-14732.0
,主動元大AI新經濟,-10,-115.0
