code,name,net_shares,net_amount
2344,華邦電,407,47461.0
1303,南亞,151,12563.0
00919,群益台灣精選高息,129,2968.0
2408,南亞科,127,30626.0
1326,台化,114,5189.0
,主動統一台股增長,111,2352.0
2489,瑞軒,111,4440.0
2108,南帝,100,2540.0
2330,台積電,81,149094.0
3481,群創,79,2064.0
,主動群益科技創新,76,1044.0
6919,康霈*,73,7562.0
2801,彰銀,73,1501.0
2851,中再保,60,1826.0
,主動復華未來50,54,705.0
4958,臻鼎-KY,54,11193.0
5471,松翰,51,2115.0
6190,萬泰科,50,2761.0
2303,聯電,48,2803.0
1802,台玻,46,2748.0
2605,新興,45,1892.0
2834,臺企銀,44,666.0
0056,元大高股息,43,1660.0
,主動安聯台灣,41,447.0
0050,元大台灣50,37,2832.0
,群益ESG投等債20+,-363,-5412.0
2002,中鋼,-202,-3926.0
3265,台星科,-201,-27421.0
,主動聯博投等入息,-180,-3684.0
2328,廣宇,-160,-7335.0
6282,康舒,-125,-6248.0
00940,元大台灣價值高息,-102,-995.0
2010,春源,-100,-2534.0
,元大優息投等債,-100,-933.0
3211,順達,-82,-26427.0
6770,力積電,-82,-6214.0
1717,長興,-73,-4857.0
4977,眾達-KY,-67,-13633.0
,國泰10Y+金融債,-65,-1050.0
4991,環宇-KY,-64,-26133.0
2883,凱基金,-63,-1266.0
,中信優息投資級債,-60,-570.0
2337,旺宏,-58,-9166.0
2349,錸德,-52,-822.0
8110,華東,-51,-3619.0
,國泰臺灣加權反1,-48,-110.0
1314,中石化,-48,-411.0
2903,遠百,-47,-1095.0
00712,復華富時不動產,-44,-382.0
,國泰20年美債,-43,-1230.0
