code,name,net_shares,net_amount
,國泰臺灣加權反1,518,1193.0
3545,敦泰,308,15017.0
,元大台灣50反1,298,4248.0
,元大台灣50正2,130,2723.0
2108,南帝,100,2550.0
2344,華邦電,79,7430.0
,凱基美國非投等債,60,871.0
6126,信音,55,1646.0
2506,太設,52,468.0
,期街口布蘭特正2,50,2983.0
5244,弘凱,45,1796.0
2369,菱生,36,1081.0
,主動兆豐台灣豐收,33,327.0
3591,艾笛森,30,634.0
,國泰10Y+金融債,30,485.0
2406,國碩,27,909.0
00646,元大S&P500,25,1662.0
1528,恩德,25,685.0
6163,華電網,25,1535.0
1402,遠東新,25,584.0
6217,中探針,24,4208.0
3576,聯合再生,23,513.0
00662,富邦NASDAQ,23,2242.0
8021,尖點,21,5285.0
3481,群創,21,563.0
009816,凱基台灣TOP50,-1383,-14609.0
2887,台新新光金,-1214,-29337.0
2409,友達,-496,-7826.0
,群益ESG投等債20+,-392,-5836.0
,主動群益科技創新,-155,-2043.0
0050,元大台灣50,-153,-11518.0
,主動元大AI新經濟,-92,-1086.0
,群益優選非投等債,-92,-887.0
0056,元大高股息,-87,-3299.0
,中信美國公債20年,-78,-2153.0
2328,廣宇,-75,-3378.0
00878,國泰永續高股息,-63,-1402.0
,台新美國非投等債,-60,-599.0
6547,高端疫苗,-55,-3203.0
1303,南亞,-51,-4126.0
1802,台玻,-44,-2383.0
2330,台積電,-43,-79570.0
,國泰20年美債,-43,-1223.0
2855,統一證,-42,-1367.0
1314,中石化,-42,-341.0
1717,長興,-40,-2379.0
00922,國泰台灣領袖50,-38,-1074.0
00919,群益台灣精選高息,-37,-847.0
8096,擎亞,-36,-3303.0
4772,台特化,-36,-10402.0
