code,name,net_shares,net_amount
2887,台新新光金,814,18694.0
3545,敦泰,612,29003.0
,主動統一台股增長,591,11680.0
,主動群益科技創新,367,4693.0
0056,元大高股息,348,12976.0
,元大台灣50正2,316,6195.0
0050,元大台灣50,307,22312.0
3481,群創,199,4812.0
00919,群益台灣精選高息,173,3824.0
00918,大華優利高填息30,142,3082.0
,主動復華未來50,111,1324.0
2408,南亞科,103,21141.0
3105,穩懋,97,35942.0
,主動兆豐台灣豐收,95,918.0
2367,燿華,83,6146.0
2330,台積電,79,139940.0
0052,富邦科技,75,3242.0
,主動群益台灣強棒,70,1120.0
,主動元大AI新經濟,70,796.0
6257,矽格,59,8600.0
2633,台灣高鐵,54,1409.0
1802,台玻,52,2822.0
4906,正文,47,1752.0
,主動安聯台灣,44,449.0
00924,復華S&P500成長,42,1108.0
009816,凱基台灣TOP50,-285,-2889.0
2344,華邦電,-248,-23163.0
,國泰臺灣加權反1,-202,-483.0
,凱基A級公司債,-184,-2609.0
,凱基美國非投等債,-169,-2446.0
,國泰20年美債,-114,-3252.0
,期元大S&P石油,-100,-2820.0
6770,力積電,-88,-4795.0
,元大台灣50反1,-84,-1232.0
1906,寶隆,-84,-1161.0
,元大美債20年,-71,-1952.0
1312,國喬,-68,-894.0
2481,強茂,-62,-5289.0
1718,中纖,-56,-419.0
,中信高評級公司債,-55,-1867.0
,中信優息投資級債,-53,-502.0
,群益ESG投等債20+,-49,-734.0
2382,廣達,-45,-12658.0
,元大AAA至A公司債,-44,-1402.0
2303,聯電,-41,-2330.0
3035,智原,-40,-5611.0
6485,點序,-38,-3073.0
6499,益安,-36,-3278.0
2356,英業達,-35,-1406.0
3673,TPK-KY,-34,-1476.0
