code,name,weight,shares,price
CERS US,Cerus公司,0.48,62549,0.0
ACHR US,阿徹航空公司,0.71,40714,0.0
NTLA US,英特利亞治療公司,1.46,40577,0.0
RXRX US,利可迅生技公司,0.32,33889,0.0
CRSP US,CRISPR治療公司,4.63,28627,0.0
BEAM US,光束治療公司,2.16,27482,0.0
BMNR US,BitMine Immersion Technologi,1.42,25948,0.0
TXG US,10X Genomics Inc,4.17,24772,0.0
TEM US,Tempus AI Inc,3.91,23579,0.0
BLSH US,Bullish,1.26,17321,0.0
SHOP US,Shopify公司,6.5,16377,0.0
CRCL US,Circle Internet Group Inc,3.45,16199,0.0
HOOD US,羅賓漢市場公司,3.77,14529,0.0
SOFI US,SoFi Technologies Inc,0.69,13816,0.0
XE US,X-Energy Inc,0.72,13445,0.0
TWST US,Twist Bioscience Corp,4.91,12743,0.0
XYZ US,布洛克公司,2.25,10275,0.0
SPCX US,太空探索科技公司,3.62,9582,0.0
TSLA US,特斯拉公司,8.22,8645,0.0
WGS US,GeneDx控股公司,1.64,7621,0.0
PLTR US,帕蘭提爾科技公司,3.33,7026,0.0
KTOS US,克瑞拓斯安全防衛公司,1.06,6438,0.0
FIG US,Figma Inc,0.46,6280,0.0
RBLX US,Roblox公司,0.65,6220,0.0
CRWV US,CoreWeave Inc,1.49,6075,0.0
COIN US,比特幣基地全球公司,2.21,5087,0.0
AMZN US,亞馬遜公司,3.39,4709,0.0
ILMN US,伊魯米納公司,2.28,4104,0.0
AMD US,超微半導體公司,3.84,3041,0.0
TSM US,台積電,3.39,3035,0.0
NVDA US,輝達,1.61,2727,0.0
VCYT US,Veracyte公司,0.3,2630,0.0
NTRA US,那提拉公司,2.24,2546,0.0
SNOW US,Snowflake公司,1.61,1834,0.0
CBRS US,Cerebras Systems Inc,0.92,1577,0.0
GOOG US,Alphabet公司 Class C,1.22,1323,0.0
AVGO US,博通公司,1.18,1206,0.0
GOOGL US,Alphabet公司 Class A,0.98,1050,0.0
DE US,迪爾,1.3,828,0.0
META US,Meta平台公司,0.96,650,0.0
TER US,泰瑞達公司,0.62,600,0.0
LLY US,禮來公司,2.06,595,0.0
NET US,Cloudflare公司,0.09,118,0.0
BWXT US,BWX科技股份有限公司,0.05,108,0.0
