code,name,weight,shares,price
2303,聯電,1.28,3265000,166.0
5347,世界,1.1,2498000,0.0
3037,欣興,2.2,1000000,936.0
3436 JP,SUMCO CORP,2.26,953500,0.0
6723 JP,RENESAS ELECTRONICS CORP,1.75,837700,0.0
2449,京元電子,0.6,834000,307.0
4958,臻鼎-KY,1.01,693000,618.0
6981 JP,MURATA MANUFACTURING CO LTD,2.93,689500,0.0
3711,日月光投控,1.03,641000,683.0
2308,台達電,2.51,565000,1890.0
6976 JP,TAIYO YUDEN CO LTD,2.9,492500,0.0
2330,台積電,2.58,450000,2440.0
IFX GR,INFINEON TECHNOLOGIES AG,2.5,427856,0.0
6525 JP,KOKUSAI ELECTRIC CORP,1.45,286400,0.0
6274,台燿,0.91,268000,0.0
PENG US,PENGUIN SOLUTIONS INC,1.38,250600,0.0
2454,聯發科,2.07,235000,3740.0
4062 JP,IBIDEN CO LTD,1.6,177300,0.0
AMD US,ADVANCED MICRO DEVICES,6.55,163179,0.0
UCTT US,ULTRA CLEAN HOLDINGS INC,1.23,159184,0.0
6997 JP,NIPPON CHEMI-CON CORP,0.27,154800,0.0
7735 JP,SCREEN HOLDINGS CO LTD,1.3,147300,0.0
2383,台光電,1.72,144000,5080.0
BE US,BLOOM ENERGY CORP- A,2.51,138100,0.0
285A JP,KIOXIA HOLDINGS CORP,4.66,136300,0.0
MRVL US,MARVELL TECHNOLOGY INC,2.12,135300,0.0
ANET US,ARISTA NETWORKS INC,1.62,124100,0.0
NVDA US,NVIDIA CORP,1.58,98100,0.0
AMAT US,APPLIED MATERIALS INC,3.66,83386,0.0
LITE US,LUMENTUM HOLDINGS INC,4.73,83032,0.0
LRCX US,LAM RESEARCH CORP,2.05,80473,0.0
6223,旺矽,1.12,75000,0.0
ON US,ON SEMICONDUCTOR,0.52,74800,0.0
DELL US,DELL TECHNOLOGIES -C,2.17,69500,0.0
MKSI US,MKS INC,1.78,66300,0.0
SMTC US,SEMTECH CORP,0.67,65600,0.0
WDC US,WESTERN DIGITAL CORP,2.47,63342,0.0
MU US,MICRON TECHNOLOGY INC,4.03,58711,0.0
009150 KP,SAMSUNG ELECTRO-MECHANICS CO,4.05,56363,0.0
ONTO US,ONTO INNOVATION INC,1.18,51200,0.0
SNOW US,SNOWFLAKE INC,1.0,48700,0.0
8035 JP,TOKYO ELECTRON LTD,1.61,46300,0.0
TSEM US,TOWER SEMICONDUCTOR LTD,0.79,41500,0.0
DDOG US,DATADOG INC - CLASS A,0.81,40200,0.0
SNDK US,SANDISK CORP,3.99,32573,0.0
AVGO US,BROADCOM INC,0.82,27280,0.0
GLW US,CORNING INC,0.31,23068,0.0
000660 KP,SK HYNIX INC,1.52,14366,0.0
ASML US,ASML HOLDING NV-NY REG SHS,1.39,10130,0.0
