code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,主動國泰動能高息,70,2,68,85.7,12.69
009819,中信數據及電力,94,29,65,72.1,11.09
1905,華紙,51,1,50,70.3,14.05
2887,台新新光金,53,5,48,112.6,23.95
2409,友達,78,37,41,70.0,17.04
1802,台玻,55,15,40,262.4,64.78
,元大台灣50反1,47,9,38,46.4,12.08
00924,復華S&P500成長,34,0,34,102.1,30.03
2542,興富發,48,14,34,125.7,37.63
,主動群益科技創新,43,12,31,52.6,16.98
,主動復華未來50,43,15,28,45.4,16.21
1605,華新,31,4,27,82.2,30.02
3481,群創,112,86,26,61.0,22.87
2610,華航,26,0,26,46.5,17.88
2408,南亞科,47,23,24,512.6,208.3
4934,太極,20,0,20,32.0,16.0
009820,元大納斯達克精選,20,0,20,19.9,9.94
2405,輔信,20,0,20,30.3,15.15
5351,鈺創,26,8,18,116.8,63.12
8422,可寧衛*,18,0,18,51.7,28.63
2317,鴻海,20,3,17,381.5,222.09
2038,海光,15,0,15,21.3,14.17
2002,中鋼,14,0,14,26.6,19.0
2812,台中銀,13,0,13,27.5,19.98
6197,佳必琪,13,0,13,225.7,173.62
2340,台亞,13,116,-103,-365.7,35.5
0050,元大台灣50,8,101,-93,-830.3,89.27
00919,群益台灣精選高息,11,82,-71,-166.7,23.48
009816,凱基台灣TOP50,54,118,-64,-81.2,12.59
2367,燿華,7,69,-62,-361.1,57.87
00878,國泰永續高股息,2,46,-44,-109.8,24.96
0052,富邦科技,7,48,-41,-216.5,51.91
,元大台灣50正2,23,65,-42,-116.8,28.1
2371,大同,0,32,-32,-96.6,30.69
1216,統一,1,25,-24,-169.5,71.98
,主動統一台股增長,102,125,-23,-65.6,27.98
2313,華通,53,76,-23,-520.1,222.87
6176,瑞儀,12,35,-23,-248.5,108.5
,主動野村臺灣優選,0,20,-20,-42.8,21.41
,主動群益台灣強棒,5,25,-20,-41.8,20.9
1528,恩德,2,21,-19,-48.5,25.93
00929,復華台灣科技優息,1,19,-18,-38.5,22.31
2349,錸德,0,16,-16,-20.5,12.8
2337,旺宏,39,53,-14,-181.6,130.03
2301,光寶科,3,15,-12,-202.3,165.08
2485,兆赫,5,17,-12,-71.9,59.81
00922,國泰台灣領袖50,0,12,-12,-40.0,33.36
6290,良維,4,15,-11,-349.8,316.56
00910,第一金太空衛星,0,11,-11,-74.0,67.27
3035,智原,0,11,-11,-201.4,183.05
