code,name,weight,shares,price
2330,台積電,58.72,532033177,2440.0
2887,台新新光金,0.82,505213560,35.75
2891,中信金,1.16,386771276,66.5
2883,凱基金,0.46,342933520,29.8
2884,玉山金,0.52,330771399,34.6
2890,永豐金,0.51,279417609,40.2
2317,鴻海,2.84,265799106,236.5
2886,兆豐金,0.55,257169701,47.0
2303,聯電,1.77,254411341,153.5
2892,第一金,0.37,243691107,33.65
2885,元大金,0.74,240375078,68.3
5880,合庫金,0.26,227775165,25.2
2882,國泰金,0.91,207511518,96.7
2880,華南金,0.35,200025335,39.0
2881,富邦金,1.04,181682265,127.0
1216,統一,0.38,107516884,78.5
1303,南亞,0.97,107380712,199.5
2412,中華電,0.5,83013527,133.5
3711,日月光投控,2.19,72296159,670.0
2344,華邦電,0.51,67309674,167.0
3231,緯創,0.43,65701369,143.5
2382,廣達,0.98,57580508,378.0
2301,光寶科,0.43,42585405,222.0
2308,台達電,3.6,42064025,1890.0
4904,遠傳,0.17,38599617,96.1
2327,國巨*,1.27,34339154,816.0
2454,聯發科,5.56,32146777,3825.0
3045,台灣大,0.15,30747800,109.5
3037,欣興,1.17,28716363,903.0
6505,台塑化,0.07,24964171,63.1
2408,南亞科,0.47,24822496,423.0
2449,京元電子,0.33,23658606,307.0
2603,長榮,0.21,23636380,195.0
4958,臻鼎-KY,0.48,16579426,646.0
2357,華碩,0.47,14685207,704.0
2345,智邦,1.18,10843078,2405.0
2395,研華,0.24,10031714,536.0
2360,致茂,0.67,8020803,1850.0
2368,金像電,0.35,7478644,1045.0
3017,奇鋐,0.7,6976330,2225.0
2383,台光電,1.47,6334949,5125.0
8046,南電,0.27,4656544,1270.0
3665,貿聯-KY,0.33,3889791,1865.0
6669,緯穎,0.51,2268602,4960.0
3008,大立光,0.4,2041093,4345.0
3653,健策,0.27,1896010,3195.0
3443,創意,0.34,1747454,4270.0
3661,世芯-KY,0.32,1715993,4135.0
7769,鴻勁,0.38,1241673,6705.0
2059,川湖,0.44,1205520,8080.0
202608NYF,台灣50ETF股票期貨,0.06,1200,0.0
202608TX,臺股期貨,0.41,990,0.0
202607NYF,台灣50ETF股票期貨,0.03,688,0.0
202607TX,臺股期貨,0.28,668,0.0
