code,name,net_shares,net_amount
3049,精金,331,3886.0
,主動中信非投等債,310,3202.0
8028,昇陽半導體,213,42240.0
2324,仁寶,199,6323.0
2408,南亞科,191,44760.0
2883,凱基金,130,2598.0
6415,矽力*-KY,112,34342.0
1313,聯成,84,1103.0
3481,群創,63,1598.0
2886,兆豐金,50,1958.0
009816,凱基台灣TOP50,46,490.0
6277,宏正,44,2866.0
3234,光環,38,3762.0
2356,英業達,36,1567.0
6127,九豪,35,1547.0
2367,燿華,33,2579.0
4533,協易機,30,1036.0
,主動兆豐台灣豐收,30,319.0
2327,國巨*,30,7880.0
2441,超豐,30,2870.0
2312,金寶,29,663.0
4977,眾達-KY,28,5752.0
,主動統一台股增長,24,503.0
7610,聯友金屬-創,24,8853.0
,元大台灣50反1,22,308.0
2344,華邦電,-300,-30104.0
3714,富采,-138,-7046.0
4906,正文,-132,-4831.0
3189,景碩,-106,-38171.0
2317,鴻海,-90,-18163.0
8059,凱碩,-65,-1189.0
1301,台塑,-57,-2732.0
00878,國泰永續高股息,-52,-1178.0
009802,富邦旗艦50,-50,-641.0
3576,聯合再生,-43,-1079.0
00940,元大台灣價值高息,-43,-420.0
00952,凱基台灣AI50,-41,-541.0
2605,新興,-40,-1699.0
6290,良維,-38,-8167.0
6244,茂迪,-36,-1097.0
2812,台中銀,-31,-650.0
6890,來億-KY,-30,-4998.0
4958,臻鼎-KY,-26,-5737.0
3058,立德,-23,-244.0
3048,益登,-22,-821.0
2105,正新,-20,-606.0
00965,元大航太防衛科技,-20,-498.0
2313,華通,-19,-5060.0
2419,仲琦,-19,-645.0
5439,高技,-19,-5747.0
