code,name,net_shares,net_amount
3481,群創,449,12384.0
2897,王道銀行,273,2757.0
00877,復華中國5G,110,3274.0
6770,力積電,60,3382.0
2337,旺宏,47,6801.0
,期元大S&P石油,39,1069.0
2408,南亞科,35,7410.0
1309,台達化,35,841.0
2881,富邦金,30,2635.0
00712,復華富時不動產,29,256.0
2355,敬鵬,29,1553.0
3715,定穎投控,27,5137.0
5351,鈺創,25,1827.0
2344,華邦電,22,2077.0
3030,德律,22,6019.0
2495,普安,21,761.0
00910,第一金太空衛星,18,1187.0
00830,國泰費城半導體,18,1067.0
3576,聯合再生,17,342.0
2027,大成鋼,16,602.0
00919,群益台灣精選高息,15,344.0
2426,鼎元,15,644.0
6725,矽科宏晟,15,4640.0
4746,台耀,14,752.0
6761,穩得,13,2280.0
2409,友達,-1776,-31926.0
009816,凱基台灣TOP50,-260,-2916.0
00900,富邦特選高股息30,-141,-2008.0
2913,農林,-79,-956.0
2489,瑞軒,-74,-3101.0
1303,南亞,-69,-6028.0
00891,中信關鍵半導體,-67,-1705.0
00735,國泰臺韓科技,-60,-4287.0
4931,新盛力,-50,-6790.0
00922,國泰台灣領袖50,-39,-1148.0
,主動統一台股增長,-36,-799.0
1717,長興,-31,-2370.0
2002,中鋼,-30,-611.0
00930,永豐ESG低碳高息,-30,-525.0
4938,和碩,-28,-2231.0
2327,國巨*,-25,-6799.0
5244,弘凱,-24,-943.0
1815,富喬,-24,-2869.0
3689,湧德,-23,-2889.0
3062,建漢,-21,-624.0
8028,昇陽半導體,-20,-4034.0
2340,台亞,-20,-590.0
,元大美債20年,-20,-545.0
3231,緯創,-20,-2633.0
3711,日月光投控,-19,-7513.0
