code,name,net_shares,net_amount
,期元大S&P原油反1,215,3214.0
6147,頎邦,208,18985.0
,元大台灣50反1,148,2104.0
3711,日月光投控,123,43598.0
1905,華紙,111,1611.0
6016,康和證,70,1199.0
,主動統一台股增長,66,1363.0
3481,群創,60,1531.0
1735,日勝化,60,1387.0
3234,光環,52,4868.0
2409,友達,50,823.0
7780,大研生醫*,49,1089.0
3709,鑫聯大投控,46,3201.0
3714,富采,45,2308.0
1789,神隆,45,974.0
,群益ESG投等債0-5,40,412.0
3339,泰谷,40,1730.0
8091,翔名,34,5578.0
8064,東捷,33,2271.0
1313,聯成,30,377.0
3230,錦明,27,1058.0
2101,南港,24,860.0
,國泰US短期公債,23,1113.0
0056,元大高股息,22,841.0
2354,鴻準,21,1057.0
2408,南亞科,-603,-126940.0
009816,凱基台灣TOP50,-370,-3949.0
,台新美國非投等債,-232,-2319.0
,平衡凱基美國TOP,-200,-2048.0
2338,光罩,-122,-5355.0
,大華投等美債15Y+,-120,-1137.0
,復華香港正2,-100,-1669.0
1301,台塑,-84,-4030.0
3596,智易,-81,-13481.0
,群益ESG投等債20+,-79,-1188.0
00888,永豐台灣ESG,-78,-1905.0
5347,世界,-73,-8930.0
6275,元山,-66,-3115.0
,元大美債20年,-52,-1416.0
,元大優息投等債,-50,-471.0
00915,凱基優選高股息30,-44,-1025.0
,台新特選IG債10+,-40,-384.0
00887,永豐中國科技50大,-40,-503.0
3047,訊舟,-37,-573.0
00878,國泰永續高股息,-35,-774.0
2883,凱基金,-34,-696.0
2231,為升,-31,-3567.0
2481,強茂,-28,-2875.0
0052,富邦科技,-27,-1239.0
1808,潤隆,-27,-818.0
