code,name,net_shares,net_amount
2323,中環,112,1467.0
2408,南亞科,110,26970.0
2344,華邦電,103,11993.0
6770,力積電,81,6115.0
2489,瑞軒,68,2891.0
009816,凱基台灣TOP50,65,706.0
3026,禾伸堂,47,5639.0
1449,佳和,46,634.0
3481,群創,45,1219.0
2369,菱生,33,1103.0
0052,富邦科技,31,1412.0
2412,中華電,31,4195.0
6226,光鼎,27,411.0
,主動台新優勢成長,25,319.0
1815,富喬,24,2561.0
2316,楠梓電,22,2554.0
8096,擎亞,21,1882.0
00919,群益台灣精選高息,20,480.0
3211,順達,20,6569.0
,主動群益台灣強棒,20,336.0
6147,頎邦,18,1252.0
1304,台聚,18,270.0
2329,華泰,16,939.0
,主動統一台股增長,15,315.0
1312,國喬,15,221.0
,元大台灣50反1,-450,-6340.0
00929,復華台灣科技優息,-255,-5069.0
3715,定穎投控,-86,-15217.0
2337,旺宏,-67,-10453.0
,國泰20年美債,-53,-1513.0
2515,中工,-50,-721.0
2884,玉山金,-50,-1581.0
6443,元晶,-46,-2197.0
2883,凱基金,-41,-820.0
,中信中國50正2,-40,-428.0
2327,國巨*,-30,-8771.0
2451,創見,-30,-10093.0
1809,中釉,-27,-868.0
4906,正文,-27,-950.0
3049,精金,-26,-468.0
1326,台化,-20,-915.0
6152,百一,-19,-387.0
6163,華電網,-18,-1086.0
00783,富邦中証500,-17,-474.0
3176,基亞,-17,-598.0
8150,南茂,-17,-1039.0
6274,台燿,-17,-10009.0
6290,良維,-16,-3480.0
,主動野村台灣50,-15,-246.0
00887,永豐中國科技50大,-15,-193.0
