code,name,net_shares,net_amount
2369,菱生,5910,211281.0
2038,海光,1140,18516.0
3033,威健,637,23753.0
2371,大同,567,17386.0
6672,騰輝電子-KY,490,60258.0
3481,群創,444,12289.0
4906,正文,442,15673.0
009816,凱基台灣TOP50,306,3374.0
,元大台灣50反1,304,4312.0
,主動群益科技創新,248,3398.0
2408,南亞科,236,57258.0
2329,華泰,216,13719.0
1314,中石化,213,1839.0
2330,台積電,211,388769.0
2887,台新新光金,188,4637.0
6120,達運,173,2415.0
0056,元大高股息,162,6268.0
2317,鴻海,159,32256.0
1309,台達化,152,2821.0
2344,華邦電,150,19062.0
00919,群益台灣精選高息,148,3409.0
4967,十銓,144,37484.0
5340,建榮,142,15786.0
,元大美債20正2,139,1005.0
,主動統一台股增長,136,2845.0
1308,亞聚,-2432,-41733.0
2399,映泰,-1113,-41426.0
1310,台苯,-982,-12342.0
2489,瑞軒,-622,-24884.0
6770,力積電,-486,-36675.0
,群益ESG投等債20+,-375,-5591.0
,元大AAA至A公司債,-225,-7186.0
4207,環泰,-170,-3366.0
2449,京元電子,-168,-51176.0
4919,新唐,-146,-15643.0
3563,牧德,-134,-98270.0
2323,中環,-119,-1565.0
3714,富采,-108,-5149.0
3231,緯創,-100,-13633.0
,新光BBB投等債20+,-100,-939.0
00878,國泰永續高股息,-93,-2083.0
6877,鏵友益,-92,-10918.0
00713,元大台灣高息低波,-90,-4643.0
6761,穩得,-90,-14799.0
00940,元大台灣價值高息,-89,-868.0
1304,台聚,-82,-1237.0
3645,達邁,-79,-6423.0
6443,元晶,-79,-4008.0
2543,皇昌,-78,-5097.0
,主動群益台灣強棒,-72,-1222.0
