code,name,net_shares,net_amount
,主動統一台股增長,208,4191.0
2106,建大,170,3155.0
00646,元大S&P500,150,9691.0
1312,國喬,146,2073.0
0050,元大台灣50,118,8693.0
2324,仁寶,114,3264.0
1313,聯成,111,1487.0
1310,台苯,107,1278.0
,元大台灣50反1,93,1352.0
2327,國巨*,93,23311.0
2002,中鋼,89,1712.0
2332,友訊,81,1229.0
009816,凱基台灣TOP50,80,834.0
0056,元大高股息,79,3000.0
,主動兆豐台灣豐收,77,761.0
00919,群益台灣精選高息,75,1683.0
00712,復華富時不動產,64,541.0
3715,定穎投控,59,11270.0
,主動群益科技創新,57,756.0
1301,台塑,56,2697.0
2108,南帝,54,1462.0
2408,南亞科,53,11167.0
,主動中信非投等債,52,539.0
,大華優利美A債15,51,831.0
3231,緯創,48,6002.0
3516,亞帝歐,-169,-3064.0
2489,瑞軒,-160,-5493.0
,大華優利美公債20,-150,-2387.0
,主動野村台灣50,-149,-2380.0
,國泰臺灣加權正2,-126,-7172.0
,國泰10Y+金融債,-95,-1507.0
1326,台化,-71,-3459.0
2371,大同,-68,-2124.0
2349,錸德,-55,-727.0
2369,菱生,-49,-1475.0
6805,富世達,-44,-79700.0
,期街口布蘭特正2,-39,-2490.0
1605,華新,-31,-927.0
1305,華夏,-25,-461.0
6116,彩晶,-23,-181.0
00713,元大台灣高息低波,-22,-1136.0
2405,輔信,-22,-340.0
4533,協易機,-20,-623.0
1909,榮成,-20,-213.0
00918,大華優利高填息30,-19,-409.0
4142,國光生,-18,-335.0
,元大滬深300正2,-15,-283.0
2388,威盛,-15,-810.0
6919,康霈*,-15,-1133.0
,元大美債20年,-13,-350.0
