code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
3481,群創,691,330,361,1691.3,46.89
2409,友達,456,232,224,516.9,22.99
2324,仁寶,201,38,163,556.2,34.18
2002,中鋼,198,44,154,317.5,20.56
,主動統一台股增長,200,50,150,470.1,31.42
6116,彩晶,381,237,144,211.1,14.63
8926,台汽電,128,3,125,857.5,68.54
,主動元大AI新經濟,86,2,84,161.6,19.24
,期街口布蘭特正2,80,0,80,441.2,55.15
009816,凱基台灣TOP50,138,73,65,97.9,14.92
2484,希華,76,11,65,357.7,54.95
2887,台新新光金,82,19,63,150.8,23.89
6415,矽力*-KY,69,10,59,3794.6,641.85
1530,亞崴,80,25,55,175.7,31.95
00919,群益台灣精選高息,91,36,55,152.6,27.89
1504,東元,62,11,51,374.3,73.26
0052,富邦科技,58,7,51,299.0,59.33
2353,宏碁,62,14,48,155.5,32.26
3257,虹冠電,253,208,45,269.4,60.21
,元大台灣50正2,52,15,37,129.0,34.64
009819,中信數據及電力,42,10,32,32.7,10.23
2356,英業達,62,32,30,188.6,62.6
4526,東台,55,25,30,126.0,42.82
2070,精湛,158,129,29,223.7,77.14
8039,台虹,37,8,29,448.6,154.67
3011,今皓,0,455,-455,-588.1,12.92
,主動野村臺灣高息,5,361,-356,-378.9,10.64
,主動統一升級50,129,484,-355,-375.9,10.6
,元大台灣50反1,0,288,-288,-306.6,10.64
00891,中信關鍵半導體,2,216,-214,-753.7,35.19
2344,華邦電,47,220,-173,-2371.6,136.8
2548,華固,1,142,-141,-1698.2,120.44
6770,力積電,160,283,-123,-888.6,72.24
,第一金優選非投債,0,100,-100,-90.8,9.08
,平衡凱基雙核收息,0,80,-80,-95.1,11.89
,期元大S&P原油反1,20,90,-70,-87.6,12.51
2337,旺宏,21,85,-64,-1027.9,158.5
2312,金寶,85,147,-62,-245.1,39.47
1210,大成,0,60,-60,-312.7,52.2
2801,彰銀,2,61,-59,-119.6,20.28
2881,富邦金,2,60,-58,-590.5,100.78
00929,復華台灣科技優息,6,63,-57,-167.3,29.36
5425,台半,3,55,-52,-518.4,99.51
1711,永光,2,54,-52,-261.9,50.36
6239,力成,4,52,-48,-1649.7,340.11
,群益優選非投等債,0,46,-46,-44.0,9.56
00878,國泰永續高股息,0,44,-44,-129.5,29.63
1303,南亞,85,126,-41,-374.9,92.39
1717,長興,60,100,-40,-329.2,82.29
3152,璟德,3,43,-40,-806.8,201.7
