code,name,net_shares,net_amount
,元大台灣50反1,999,14116.0
,主動統一台股增長,294,6207.0
2344,華邦電,268,30710.0
1802,台玻,205,12252.0
009816,凱基台灣TOP50,201,2164.0
1303,南亞,187,15074.0
3481,群創,162,4284.0
2408,南亞科,146,36105.0
1815,富喬,139,14686.0
,主動群益台灣強棒,127,2124.0
00919,群益台灣精選高息,119,2746.0
,主動群益科技創新,104,1429.0
2489,瑞軒,89,3566.0
2002,中鋼,83,1634.0
3576,聯合再生,74,1731.0
5351,鈺創,73,5941.0
2317,鴻海,73,14732.0
2303,聯電,69,4038.0
2353,宏碁,58,1644.0
2834,臺企銀,54,814.0
1326,台化,54,2468.0
,主動復華未來50,53,696.0
1809,中釉,53,1748.0
0050,元大台灣50,38,2856.0
3033,威健,37,1345.0
1710,東聯,-535,-8425.0
2882,國泰金,-100,-7147.0
2801,彰銀,-98,-2017.0
8110,華東,-91,-5836.0
00878,國泰永續高股息,-87,-1944.0
,群益ESG投等債20+,-83,-1237.0
2369,菱生,-69,-2487.0
1605,華新,-64,-2038.0
3615,安可,-62,-2115.0
3390,旭軟,-59,-1299.0
,元大美債20年,-58,-1595.0
,國泰20年美債,-55,-1572.0
8150,南茂,-55,-3559.0
4526,東台,-52,-1670.0
2388,威盛,-51,-2839.0
2349,錸德,-50,-791.0
00940,元大台灣價值高息,-50,-487.0
,元大台灣50正2,-48,-22144.0
3372,典範,-44,-1012.0
4989,榮科,-34,-2565.0
3028,增你強,-34,-1876.0
,統一美債20年,-32,-445.0
00915,凱基優選高股息30,-25,-605.0
2812,台中銀,-26,-527.0
1717,長興,-26,-1687.0
