code,name,net_shares,net_amount
009816,凱基台灣TOP50,233,2431.0
6770,力積電,168,9930.0
0050,元大台灣50,93,6863.0
3715,定穎投控,65,12207.0
0056,元大高股息,64,2427.0
6269,台郡,63,3747.0
0052,富邦科技,55,2424.0
,主動統一台股增長,53,1088.0
2313,華通,49,13127.0
2027,大成鋼,49,1673.0
00919,群益台灣精選高息,46,1034.0
9921,巨大,45,3231.0
2344,華邦電,35,3287.0
2002,中鋼,32,615.0
2330,台積電,31,56710.0
2890,永豐金,27,858.0
00918,大華優利高填息30,27,594.0
2883,凱基金,26,515.0
,富邦NASDAQ反1,25,79.0
1909,榮成,25,268.0
,主動兆豐台灣豐收,23,228.0
,主動復華未來50,23,283.0
,元大美債1-3,23,723.0
6285,啟碁,23,4057.0
1785,光洋科,23,2091.0
2409,友達,-298,-4246.0
,群益ESG投等債20+,-168,-2469.0
1304,台聚,-133,-2337.0
,群益優選非投等債,-115,-1105.0
1326,台化,-99,-4729.0
1308,亞聚,-76,-1468.0
,元大美債20正2,-75,-524.0
3481,群創,-63,-1534.0
6147,頎邦,-54,-4061.0
1303,南亞,-38,-3103.0
2605,新興,-34,-1445.0
,主動統一全球創新,-31,-390.0
009805,新光美國電力基建,-30,-440.0
4720,德淵,-30,-567.0
,台新美A公司債20+,-30,-428.0
3033,威健,-28,-902.0
2408,南亞科,-28,-6128.0
1603,華電,-25,-800.0
1582,信錦,-22,-2270.0
6282,康舒,-21,-993.0
2301,光寶科,-21,-3121.0
9105,泰金寶-DR,-20,-111.0
6761,穩得,-20,-3282.0
2455,全新,-18,-4857.0
,大華優利美公債20,-16,-255.0
