code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
3042,晶技,3380,59,3321,68412.4,206.01
6658,聯策,541,7,534,13721.6,256.99
2409,友達,1225,718,507,1607.2,31.66
1718,中纖,529,233,296,386.5,13.06
1314,中石化,403,108,295,254.0,8.63
3717,聯嘉投控,2067,1794,273,1002.9,36.74
1312,國喬,376,111,265,372.4,14.05
1101,台泥,280,22,258,598.2,23.16
2376,技嘉,204,3,201,6938.1,345.03
2634,漢翔,280,92,188,1088.6,57.9
2884,玉山金,187,7,180,594.1,32.93
2312,金寶,194,33,161,588.1,36.54
,主動復華金融股息,149,0,149,246.8,16.57
2610,華航,198,53,145,330.3,22.77
3609,三一東林,194,53,141,367.4,26.06
1301,台塑,159,19,140,763.3,54.52
00927,群益半導體收益,152,20,132,568.1,42.82
2303,聯電,933,802,131,2209.9,168.37
,主動復華未來50,221,107,114,236.7,20.79
8033,雷虎,140,27,113,2101.9,186.07
00919,群益台灣精選高息,140,29,111,323.7,29.31
2356,英業達,113,10,103,702.0,67.7
1605,華新,113,13,100,363.7,36.12
2009,第一銅,100,0,100,384.8,38.48
00892,富邦台灣半導體,108,15,93,432.4,46.51
3260,威剛,27,1452,-1425,-56864.4,399.29
1714,和桐,2,713,-711,-1429.0,20.11
8043,蜜望實,239,920,-681,-14514.9,212.98
,主動統一台股增長,100,682,-582,-1861.4,32.01
2820,華票,0,553,-553,-981.5,17.75
5314,世紀*,53,462,-409,-2793.1,68.27
6285,啟碁,41,399,-358,-9195.4,257.17
2466,冠西電,4,297,-293,-2087.8,71.26
,主動統一升級50,109,391,-282,-316.1,11.22
6862,三集瑞-KY,2,199,-197,-4011.1,203.61
3481,群創,929,1107,-178,-1260.7,70.67
6770,力積電,297,474,-177,-1325.8,75.0
00712,復華富時不動產,6,175,-169,-148.6,8.79
2357,華碩,64,212,-148,-9640.6,651.36
3707,漢磊,57,197,-140,-1257.4,90.39
2630,亞航,54,190,-136,-693.2,50.96
3360,尚立,4,138,-134,-308.2,23.0
1447,力鵬,0,126,-126,-104.2,8.27
,主動野村臺灣高息,0,118,-118,-129.4,10.97
1310,台苯,0,105,-105,-111.0,10.57
,主動元大AI新經濟,12,114,-102,-216.9,21.26
3349,寶德,0,100,-100,-180.5,18.05
3013,晟銘電,2,101,-99,-1048.5,105.91
1528,恩德,2,100,-98,-228.3,23.3
,主動中信台灣收益,5,102,-97,-101.2,10.43
