code,name,weight,shares,price
2330,台積電,58.49,571712353,2320.0
2887,台新新光金,0.86,548372490,35.55
2891,中信金,1.18,414604589,64.8
2883,凱基金,0.5,368599159,30.55
2884,玉山金,0.6,355909323,38.0
2890,永豐金,0.54,306572034,39.6
2317,鴻海,3.15,285706362,250.0
2886,兆豐金,0.62,276686586,50.7
2303,聯電,1.43,272876071,118.5
2892,第一金,0.41,262268703,35.3
2885,元大金,0.79,258185216,69.0
5880,合庫金,0.29,245470189,26.55
2882,國泰金,0.98,223191430,99.2
2880,華南金,0.41,215279309,43.25
2881,富邦金,1.11,195220808,128.5
1216,統一,0.38,115727453,73.9
1303,南亞,0.87,115295428,170.5
2412,中華電,0.54,89309324,136.5
3711,日月光投控,2.0,77601335,585.0
2344,華邦電,0.5,72395414,157.0
3231,緯創,0.61,70671786,195.0
2382,廣達,0.82,61869786,300.5
2301,光寶科,0.51,45786183,252.0
2308,台達電,3.23,45178464,1620.0
4904,遠傳,0.19,41544560,101.0
2327,國巨*,0.92,36852112,566.0
2454,聯發科,5.87,34433761,3865.0
3045,台灣大,0.16,33129203,111.0
3037,欣興,1.26,30853661,924.0
6505,台塑化,0.08,26965207,68.2
2449,京元電子,0.29,26730989,245.5
2408,南亞科,0.51,26709548,436.0
2603,長榮,0.23,25515120,206.0
4958,臻鼎-KY,0.35,17842646,444.0
2357,華碩,0.56,15794689,806.0
2345,智邦,1.19,11590878,2320.0
2395,研華,0.27,10795660,576.0
2360,致茂,0.73,8621692,1925.0
2368,金像電,0.32,8043194,897.0
3017,奇鋐,0.86,7487644,2600.0
2383,台光電,1.54,6793195,5140.0
8046,南電,0.23,5015090,1045.0
3665,貿聯-KY,0.42,4181370,2300.0
6669,緯穎,0.67,2431164,6205.0
3008,大立光,0.42,2195140,4355.0
3653,健策,0.37,2037645,4145.0
3443,創意,0.34,1877790,4145.0
3661,世芯-KY,0.28,1844216,3390.0
7769,鴻勁,0.36,1334660,6190.0
2059,川湖,0.54,1290404,9495.0
202608TX,臺股期貨,0.25,648,0.0
202608NYF,台灣50ETF股票期貨,0.02,348,0.0
