code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,群益臺灣加權正2,95,24,71,86.7,12.16
00918,大華優利高填息30,70,0,70,224.3,32.04
,富邦日本反1,50,0,50,18.9,3.78
2609,陽明,39,0,39,201.8,51.73
009816,凱基台灣TOP50,98,63,35,53.9,15.5
009821,野村稀土關鍵資源,32,0,32,43.3,13.5
,主動凱基台灣,38,6,32,30.3,9.45
6770,力積電,56,25,31,225.2,72.14
9105,泰金寶-DR,33,4,29,25.2,8.68
1314,中石化,64,35,29,26.2,9.03
2889,國票金,25,0,25,39.3,15.7
,主動統一升級50,36,12,24,25.4,10.53
2601,益航,38,15,23,19.0,8.26
1326,台化,25,3,22,135.2,61.43
1409,新纖,88,67,21,64.1,30.55
00923,群益台ESG低碳50,20,0,20,84.4,42.22
2472,立隆電,45,25,20,749.7,374.82
2449,京元電子,18,0,18,556.0,308.53
1709,和益,18,0,18,42.9,23.85
,元大台灣50正2,33,16,17,64.6,37.1
2412,中華電,17,0,17,228.3,133.65
2610,華航,22,5,17,36.2,21.3
2072,世紀風電,17,0,17,250.2,147.18
2303,聯電,13,1,12,200.3,157.68
1536,和大,18,6,12,64.7,54.17
2409,友達,245,394,-149,-486.4,32.57
2324,仁寶,5,97,-92,-337.2,36.66
1718,中纖,0,35,-35,-50.2,14.33
2481,強茂,0,26,-26,-565.7,213.45
2356,英業達,34,60,-26,-180.0,68.69
2104,國際中橡,0,25,-25,-26.1,10.45
8150,南茂,5,19,-14,-162.2,115.86
2884,玉山金,0,13,-13,-45.6,35.1
6182,合晶,31,44,-13,-219.2,172.87
,主動國泰動能高息,2,14,-12,-16.5,14.29
3094,聯傑,0,11,-11,-44.7,40.66
2484,希華,9,20,-11,-100.0,90.87
2883,凱基金,0,11,-11,-32.5,30.09
00926,凱基全球菁英55,0,10,-10,-26.5,25.12
3031,佰鴻,6,16,-10,-30.4,30.41
3704,合勤控,0,10,-10,-45.3,45.25
4105,東洋,0,10,-10,-77.0,77.0
6919,康霈*,0,10,-10,-108.5,108.5
,主動統一全球創新,1,10,-9,-16.3,19.32
5351,鈺創,4,12,-8,-77.6,96.4
2887,台新新光金,2,10,-8,-29.6,36.74
5880,合庫金,0,8,-8,-20.1,25.1
6116,彩晶,20,28,-8,-14.1,17.63
1301,台塑,6,13,-7,-39.5,56.44
4960,誠美材,0,7,-7,-16.5,23.6
